,t,Q,T
7800,212.0,6.0,58.0
7801,213.0,6.0,58.0
7802,214.0,6.0,58.0
7803,215.0,6.0,58.0
7804,216.0,6.0,58.0
7805,217.0,6.0,58.0
7806,218.0,6.0,59.0
7807,219.0,6.0,59.0
7808,220.0,6.0,59.0
7809,221.0,6.0,59.0
7810,222.0,6.0,59.0
7811,223.0,6.0,59.0
7812,224.0,6.0,59.0
7813,225.0,6.0,59.0
7814,226.0,6.0,60.0
7815,227.0,6.0,59.0
7816,228.0,6.0,59.0
7817,229.0,6.0,59.0
7818,230.0,6.0,59.0
7819,231.0,6.0,60.0
7820,232.0,6.0,60.0
7821,233.0,6.0,60.0
7822,234.0,6.0,60.0
7823,235.0,6.0,60.0
7824,236.0,6.0,60.0
7825,237.0,6.0,60.0
7826,238.0,6.0,60.0
7827,239.0,6.0,61.0
7828,240.0,6.0,61.0
