,t,Q,T
3332,389.0,4.0,54.0
3333,390.0,4.0,53.0
3334,391.0,4.0,53.0
3335,392.0,4.0,54.0
3336,393.0,4.0,54.0
3337,394.0,4.0,54.0
3338,395.0,4.0,54.0
3339,396.0,4.0,54.0
3340,397.0,4.0,54.0
3341,398.0,4.0,54.0
3342,399.0,4.0,54.0
3343,400.0,4.0,54.0
3344,401.0,4.0,54.0
3345,402.0,4.0,54.0
3346,403.0,4.0,54.0
3347,404.0,4.0,54.0
3348,405.0,4.0,55.0
3349,406.0,4.0,54.0
3350,407.0,4.0,54.0
3351,408.0,4.0,54.0
3352,409.0,4.0,54.0
3353,410.0,4.0,54.0
3354,411.0,4.0,54.0
3355,412.0,4.0,55.0
3356,413.0,4.0,54.0
3357,414.0,4.0,54.0
3358,415.0,4.0,54.0
3359,416.0,4.0,54.0
3360,417.0,4.0,54.0
3361,418.0,4.0,54.0
3362,419.0,4.0,54.0
3363,420.0,4.0,54.0
3364,421.0,4.0,55.0
3365,422.0,4.0,54.0
3366,423.0,4.0,55.0
3367,424.0,4.0,54.0
3368,425.0,4.0,55.0
3369,426.0,4.0,54.0
3370,427.0,4.0,55.0
3371,428.0,4.0,54.0
3372,429.0,4.0,55.0
3373,430.0,4.0,55.0
3374,431.0,4.0,55.0
3375,432.0,4.0,54.0
3376,433.0,4.0,55.0
3377,434.0,4.0,55.0
3378,435.0,4.0,55.0
3379,436.0,4.0,55.0
3380,437.0,4.0,55.0
3381,438.0,4.0,55.0
3382,439.0,4.0,55.0
3383,440.0,4.0,55.0
3384,441.0,4.0,55.0
3385,442.0,4.0,55.0
3386,443.0,4.0,55.0
3387,444.0,4.0,55.0
3388,445.0,4.0,55.0
3389,446.0,4.0,55.0
3390,447.0,4.0,55.0
3391,448.0,4.0,55.0
3392,449.0,4.0,55.0
3393,450.0,4.0,55.0
3394,451.0,4.0,55.0
3395,452.0,4.0,55.0
3396,453.0,4.0,56.0
3397,454.0,4.0,55.0
3398,455.0,4.0,55.0
3399,456.0,4.0,55.0
3400,457.0,4.0,56.0
3401,458.0,4.0,56.0
3402,459.0,4.0,55.0
3403,460.0,4.0,56.0
3404,461.0,4.0,55.0
3405,462.0,4.0,55.0
3406,463.0,4.0,56.0
3407,464.0,4.0,56.0
3408,465.0,4.0,56.0
3409,466.0,4.0,56.0
3410,467.0,4.0,56.0
3411,468.0,4.0,56.0
3412,469.0,4.0,56.0
3413,470.0,4.0,56.0
3414,471.0,4.0,56.0
3415,472.0,4.0,56.0
3416,474.0,4.0,56.0
3417,475.0,4.0,56.0
3418,476.0,4.0,56.0
3419,478.0,4.0,56.0
3420,479.0,4.0,56.0
3421,480.0,4.0,56.0
3422,481.0,4.0,56.0
3423,482.0,4.0,56.0
3424,483.0,4.0,56.0
3425,484.0,4.0,56.0
3426,485.0,4.0,56.0
3427,486.0,4.0,56.0
3428,487.0,4.0,56.0
3429,488.0,4.0,56.0
3430,489.0,4.0,56.0
3431,490.0,4.0,56.0
3432,491.0,4.0,56.0
3433,492.0,4.0,57.0
3434,493.0,4.0,56.0
3435,494.0,4.0,56.0
3436,495.0,4.0,57.0
3437,496.0,4.0,57.0
3438,497.0,4.0,56.0
3439,498.0,4.0,57.0
3440,499.0,4.0,56.0
3441,500.0,4.0,56.0
3442,501.0,4.0,57.0
3443,502.0,4.0,57.0
3444,503.0,4.0,56.0
3445,504.0,4.0,57.0
3446,505.0,4.0,56.0
3447,506.0,4.0,57.0
3448,507.0,4.0,57.0
3449,508.0,4.0,57.0
3450,509.0,4.0,57.0
3451,510.0,4.0,57.0
3452,511.0,4.0,57.0
3453,512.0,4.0,57.0
3454,513.0,4.0,57.0
3455,514.0,4.0,57.0
3456,515.0,4.0,57.0
3457,516.0,4.0,57.0
3458,517.0,4.0,57.0
3459,518.0,4.0,57.0
3460,519.0,4.0,57.0
3461,520.0,4.0,57.0
3462,521.0,4.0,57.0
3463,522.0,4.0,57.0
3464,523.0,4.0,57.0
3465,524.0,4.0,57.0
3466,525.0,4.0,57.0
3467,526.0,4.0,57.0
3468,527.0,4.0,57.0
3469,528.0,4.0,57.0
3470,529.0,4.0,57.0
3471,530.0,4.0,57.0
3472,531.0,4.0,57.0
3473,532.0,4.0,57.0
3474,533.0,4.0,58.0
3475,534.0,4.0,57.0
3476,535.0,4.0,58.0
3477,536.0,4.0,57.0
3478,537.0,4.0,57.0
3479,538.0,4.0,57.0
3480,539.0,4.0,57.0
3481,540.0,4.0,58.0
3482,541.0,4.0,58.0
3483,542.0,4.0,57.0
3484,543.0,4.0,58.0
3485,544.0,4.0,57.0
3486,545.0,4.0,58.0
3487,546.0,4.0,58.0
3488,547.0,4.0,58.0
3489,548.0,4.0,57.0
3490,549.0,4.0,58.0
3491,550.0,4.0,58.0
3492,551.0,4.0,58.0
3493,552.0,4.0,58.0
3494,553.0,4.0,58.0
3495,554.0,4.0,58.0
3496,555.0,4.0,58.0
3497,556.0,4.0,58.0
3498,557.0,4.0,58.0
