,t,Q,TG,DG,MG,G,ME
347,173.5,5.0,0.05140166,0.06250529,0.057833314,0.48522246,1.594693
348,174.0,5.0,0.051273897,0.062359247,0.0577057,0.4856453,1.5955414
349,174.5,5.0,0.05114764,0.062214855,0.057579577,0.48606455,1.5963829
350,175.0,5.0,0.05102296,0.0620724,0.05745487,0.48647982,1.5972166
351,175.5,5.0,0.05089952,0.06193142,0.057331577,0.4868914,1.5980428
352,176.0,5.0,0.050777867,0.061792377,0.057209656,0.4872992,1.598862
353,176.5,5.0,0.05065751,0.06165481,0.05708903,0.48770344,1.5996743
354,177.0,5.0,0.050538644,0.06151909,0.05696991,0.488104,1.6004791
355,177.5,5.0,0.05042118,0.06138492,0.056852072,0.48850083,1.6012772
356,178.0,5.0,0.050305113,0.061252434,0.056735486,0.48889434,1.6020683
357,178.5,5.0,0.050190434,0.061121423,0.0566203,0.48928428,1.6028528
358,179.0,5.0,0.05007729,0.060992066,0.05650641,0.48967075,1.6036304
359,179.5,5.0,0.049965322,0.060864273,0.056393698,0.4900539,1.6044016
360,180.0,5.0,0.049854666,0.060737986,0.056282416,0.4904335,1.6051662
361,180.5,5.0,0.04974529,0.060613234,0.05617231,0.49080992,1.6059244
362,181.0,5.0,0.049637347,0.060490016,0.056063354,0.49118304,1.6066761
363,181.5,5.0,0.04953046,0.060368095,0.055955604,0.49155283,1.6074219
364,182.0,5.0,0.049425006,0.060247723,0.055849,0.49191952,1.608161
365,182.5,5.0,0.049320623,0.06012884,0.05574368,0.492283,1.6088943
366,183.0,5.0,0.049217477,0.060011227,0.05563937,0.49264342,1.6096216
367,183.5,5.0,0.049115553,0.059895013,0.0555363,0.4930007,1.6103431
368,184.0,5.0,0.049014747,0.059780095,0.05543427,0.49335486,1.6110587
369,184.5,5.0,0.048914894,0.059666578,0.05533339,0.4937061,1.6117682
370,185.0,5.0,0.04881616,0.059554283,0.05523348,0.49405456,1.6124725
371,185.5,5.0,0.048718676,0.059443343,0.055134743,0.49439985,1.6131706
372,186.0,5.0,0.048622012,0.059333522,0.055036873,0.49474233,1.6138637
373,186.5,5.0,0.04852663,0.05922498,0.05493997,0.49508202,1.614551
374,187.0,5.0,0.04843211,0.059117544,0.05484414,0.49541897,1.6152331
375,187.5,5.0,0.048338592,0.059011344,0.05474937,0.49575317,1.6159098
376,188.0,5.0,0.048246026,0.05890623,0.054655284,0.49608457,1.616581
377,188.5,5.0,0.048154414,0.058802266,0.054562286,0.4964134,1.6172475
378,189.0,5.0,0.048063636,0.05869933,0.054470137,0.4967394,1.6179085
379,189.5,5.0,0.047973767,0.05859748,0.054378733,0.49706304,1.6185644
380,190.0,5.0,0.047884747,0.058496747,0.054288387,0.49738395,1.6192157
381,190.5,5.0,0.047796756,0.058396954,0.0541988,0.49770236,1.6198616
382,191.0,5.0,0.04770927,0.0582981,0.054109976,0.49801826,1.6205031
383,191.5,5.0,0.047622755,0.058200378,0.054022,0.4983318,1.6211395
384,192.0,5.0,0.04753697,0.058103446,0.053934768,0.49864274,1.6217711
385,192.5,5.0,0.047451735,0.058007393,0.053848118,0.49895144,1.6223984
386,193.0,5.0,0.04736738,0.057912175,0.053762272,0.4992578,1.6230208
387,193.5,5.0,0.047283813,0.05781791,0.053677246,0.4995618,1.6236389
388,194.0,5.0,0.04720074,0.05772451,0.053592846,0.49986362,1.6242521
389,194.5,5.0,0.04711853,0.057631735,0.053509057,0.5001631,1.6248612
390,195.0,5.0,0.047036752,0.05753999,0.053425983,0.50046027,1.6254655
391,195.5,5.0,0.046955764,0.057448868,0.053343415,0.5007554,1.6260657
392,196.0,5.0,0.04687512,0.057358507,0.05326146,0.5010484,1.6266615
393,196.5,5.0,0.04679531,0.057268742,0.053180218,0.5013392,1.6272533
394,197.0,5.0,0.04671596,0.057179887,0.053099334,0.501628,1.6278406
395,197.5,5.0,0.046637222,0.057091404,0.05301906,0.5019146,1.6284239
396,198.0,5.0,0.04655868,0.05700362,0.05293928,0.5021993,1.629003
397,198.5,5.0,0.04648094,0.05691651,0.05286002,0.50248194,1.6295781
398,199.0,5.0,0.046403393,0.056829963,0.05278127,0.5027627,1.6301492
399,199.5,5.0,0.046326578,0.056744087,0.05270289,0.5030414,1.6307162
400,200.0,5.0,0.046250045,0.056658495,0.05262509,0.5033183,1.6312793
401,200.5,5.0,0.046173826,0.056573708,0.05254762,0.5035931,1.6318384
402,201.0,5.0,0.04609798,0.05648919,0.05247052,0.5038662,1.6323938
403,201.5,5.0,0.046022683,0.05640522,0.05239393,0.5041375,1.6329454
404,202.0,5.0,0.045947522,0.056321654,0.05231741,0.5044069,1.6334932
405,202.5,5.0,0.045872808,0.056238566,0.052241534,0.5046747,1.6340369
406,203.0,5.0,0.04579848,0.056155775,0.052165866,0.5049406,1.634577
407,203.5,5.0,0.045724317,0.056073446,0.052090526,0.5052048,1.6351136
408,204.0,5.0,0.045650557,0.05599155,0.05201547,0.5054672,1.6356466
409,204.5,5.0,0.045576975,0.05590977,0.05194065,0.505728,1.6361755
410,205.0,5.0,0.04550363,0.05582844,0.051866263,0.5059871,1.6367012
411,205.5,5.0,0.0454306,0.05574723,0.051791817,0.5062444,1.637223
412,206.0,5.0,0.04535769,0.05566654,0.051717937,0.50650036,1.6377414
413,206.5,5.0,0.045285165,0.05558597,0.051644087,0.5067545,1.638256
414,207.0,5.0,0.045212492,0.055505667,0.05157043,0.5070073,1.6387672
415,207.5,5.0,0.04514037,0.055425618,0.051497042,0.50725824,1.6392751
416,208.0,5.0,0.04506825,0.05534563,0.05142373,0.5075077,1.6397791
417,208.5,5.0,0.04499626,0.055265907,0.05135061,0.5077557,1.64028
418,209.0,5.0,0.04492441,0.05518623,0.051277608,0.50800216,1.6407773
419,209.5,5.0,0.044852734,0.055106822,0.05120474,0.5082472,1.6412714
420,210.0,5.0,0.044781134,0.05502752,0.05113201,0.50849056,1.6417617
421,210.5,5.0,0.044709817,0.054948274,0.051059365,0.50873256,1.6422489
422,211.0,5.0,0.0446385,0.054869357,0.05098693,0.5089731,1.6427326
423,211.5,5.0,0.044567272,0.054790113,0.050914496,0.50921214,1.6432127
424,212.0,5.0,0.044496045,0.05471118,0.050842017,0.5094498,1.6436895
425,212.5,5.0,0.04442495,0.05463225,0.05076979,0.50968605,1.6441633
426,213.0,5.0,0.044353813,0.054553304,0.050697386,0.50992084,1.6446333
427,213.5,5.0,0.044282943,0.054474507,0.05062519,0.51015425,1.6451005
428,214.0,5.0,0.044212013,0.054395605,0.050553024,0.5103863,1.6455641
429,214.5,5.0,0.04414095,0.05431666,0.050480694,0.5106169,1.6460242
430,215.0,5.0,0.04407011,0.054237816,0.050408617,0.51084626,1.6464814
431,215.5,5.0,0.043999374,0.05415875,0.050336376,0.5110742,1.646935
432,216.0,5.0,0.043928564,0.05407997,0.050264224,0.5113007,1.6473856
433,216.5,5.0,0.043857962,0.054000843,0.050192088,0.51152587,1.6478326
434,217.0,5.0,0.043786958,0.053921897,0.05011989,0.51174974,1.6482766
435,217.5,5.0,0.043716386,0.0538428,0.050047666,0.5119723,1.6487174
436,218.0,5.0,0.043645494,0.053763527,0.04997541,0.51219344,1.6491549
437,218.5,5.0,0.04357498,0.053684283,0.04990311,0.5124133,1.6495888
438,219.0,5.0,0.043504365,0.053604905,0.04983084,0.5126319,1.6500201
439,219.5,5.0,0.04343369,0.05352557,0.049758464,0.5128491,1.6504476
440,220.0,5.0,0.043363027,0.053445984,0.049686134,0.513065,1.6508722
441,220.5,5.0,0.043292202,0.053366456,0.049613684,0.5132796,1.6512935
442,221.0,5.0,0.043221645,0.053286705,0.049541146,0.513493,1.6517117
443,221.5,5.0,0.04315091,0.053206865,0.04946865,0.51370484,1.6521268
444,222.0,5.0,0.043080173,0.053127054,0.049396098,0.5139155,1.6525383
445,222.5,5.0,0.04300966,0.05304699,0.0493235,0.51412493,1.6529471
446,223.0,5.0,0.04293897,0.052966956,0.049250886,0.51433307,1.6533523
447,223.5,5.0,0.042868398,0.052886713,0.049178183,0.51453984,1.6537546
448,224.0,5.0,0.042797714,0.052806307,0.049105406,0.5147451,1.6541536
449,224.5,5.0,0.042727172,0.052725974,0.04903266,0.5149493,1.6545495
450,225.0,5.0,0.04265663,0.052645344,0.04895979,0.5151522,1.654942
451,225.5,5.0,0.042586118,0.052564774,0.04888703,0.5153537,1.6553317
452,226.0,5.0,0.042515695,0.05248407,0.048814014,0.51555395,1.6557181
453,226.5,5.0,0.04244513,0.052403275,0.048741102,0.5157528,1.6561013
454,227.0,5.0,0.042374723,0.05232239,0.048668087,0.51595044,1.6564815
455,227.5,5.0,0.04230442,0.052241463,0.048595235,0.5161468,1.6568588
456,228.0,5.0,0.042234026,0.0521604,0.048522145,0.5163417,1.6572325
457,228.5,5.0,0.04216376,0.05207937,0.048449054,0.5165353,1.6576037
458,229.0,5.0,0.042093486,0.05199823,0.048376083,0.51672757,1.6579711
459,229.5,5.0,0.042023495,0.05191699,0.04830295,0.5169186,1.6583357
460,230.0,5.0,0.041953452,0.051835764,0.048229963,0.5171082,1.6586974
461,230.5,5.0,0.041883446,0.051754434,0.048156917,0.5172965,1.6590557
462,231.0,5.0,0.041813716,0.051673222,0.04808393,0.5174835,1.6594111
463,231.5,5.0,0.04174401,0.051591817,0.048010886,0.5176692,1.6597637
464,232.0,5.0,0.04167436,0.05151053,0.04793802,0.51785326,1.6601129
465,232.5,5.0,0.041604795,0.051429186,0.047865003,0.5180363,1.6604592
466,233.0,5.0,0.041535236,0.051347855,0.047792107,0.5182178,1.6608021
467,233.5,5.0,0.041466057,0.0512666,0.047719285,0.5183979,1.6611427
468,234.0,5.0,0.04139694,0.051185284,0.047646478,0.5185768,1.66148
469,234.5,5.0,0.041327916,0.051104102,0.04757379,0.51875424,1.661814
470,235.0,5.0,0.041259214,0.05102298,0.04750119,0.5189303,1.6621456
471,235.5,5.0,0.04119049,0.050941873,0.047428682,0.51910496,1.6624739
472,236.0,5.0,0.04112205,0.050860915,0.047356114,0.51927835,1.6627991
473,236.5,5.0,0.041053645,0.050779987,0.047283903,0.51945025,1.6631218
474,237.0,5.0,0.040985584,0.050699193,0.047211617,0.5196208,1.6634412
475,237.5,5.0,0.040917866,0.050618578,0.047139525,0.51978993,1.6637578
476,238.0,5.0,0.04085014,0.050538007,0.047067612,0.51995766,1.6640716
477,238.5,5.0,0.040782697,0.05045763,0.04699579,0.52012396,1.6643825
478,239.0,5.0,0.04071547,0.050377388,0.046924055,0.52028894,1.6646905
479,239.5,5.0,0.040648445,0.050297294,0.04685253,0.5204525,1.6649956
480,240.0,5.0,0.040581845,0.050217558,0.046781287,0.5206146,1.665298
481,240.5,5.0,0.040515386,0.050137836,0.046710074,0.5207753,1.6655974
482,241.0,5.0,0.040449128,0.050058488,0.04663916,0.5209346,1.665894
483,241.5,5.0,0.040383272,0.049979348,0.046568498,0.5210925,1.666188
484,242.0,5.0,0.040317543,0.049900357,0.04649791,0.52124894,1.6664793
485,242.5,5.0,0.040252246,0.049821604,0.046427667,0.521404,1.6667678
486,243.0,5.0,0.04018736,0.049743284,0.046357602,0.52155757,1.6670532
487,243.5,5.0,0.040122755,0.049665157,0.04628776,0.52170986,1.6673366
488,244.0,5.0,0.040058278,0.049587253,0.046218157,0.52186066,1.6676171
489,244.5,5.0,0.039994128,0.049509797,0.046148837,0.52200985,1.6678945
490,245.0,5.0,0.039930575,0.04943261,0.046079844,0.52215785,1.6681695
491,245.5,5.0,0.039867163,0.04935584,0.04601112,0.5223044,1.668442
492,246.0,5.0,0.03980425,0.04927929,0.045942545,0.5224496,1.6687121
493,246.5,5.0,0.039741613,0.049203176,0.04587449,0.5225933,1.6689796
494,247.0,5.0,0.039679296,0.049127374,0.0458066,0.5227356,1.6692442
495,247.5,5.0,0.03961748,0.049052034,0.045739055,0.5228764,1.6695063
496,248.0,5.0,0.039555937,0.04897708,0.04567182,0.5230159,1.6697662
497,248.5,5.0,0.039494887,0.048902605,0.045604944,0.5231541,1.6700237
498,249.0,5.0,0.039434314,0.048828516,0.045538425,0.5232907,1.6702783
499,249.5,5.0,0.03937397,0.048754755,0.045472205,0.52342606,1.6705309
500,250.0,5.0,0.039314084,0.048681546,0.04540634,0.52356,1.6707809
501,250.5,5.0,0.039254814,0.04860877,0.04534088,0.52369255,1.6710287
502,251.0,5.0,0.039195694,0.048536513,0.045275792,0.52382374,1.6712742
503,251.5,5.0,0.03913717,0.04846466,0.045211136,0.52395356,1.6715171
504,252.0,5.0,0.039079092,0.048393313,0.04514672,0.52408195,1.6717582
505,252.5,5.0,0.039021343,0.048322607,0.045082837,0.52420914,1.6719965
506,253.0,5.0,0.038964123,0.048252154,0.045019254,0.524335,1.672233
507,253.5,5.0,0.038907446,0.048182387,0.044956118,0.52445936,1.672467
508,254.0,5.0,0.038851023,0.048113007,0.0448934,0.5245825,1.6726991
509,254.5,5.0,0.03879524,0.048044343,0.044831023,0.5247044,1.6729288
510,255.0,5.0,0.03873986,0.047976125,0.044769138,0.5248249,1.6731567
511,255.5,5.0,0.038684897,0.04790834,0.04470764,0.52494425,1.6733823
512,256.0,5.0,0.038630456,0.04784133,0.044646606,0.52506226,1.6736059
513,256.5,5.0,0.03857644,0.047774706,0.044585943,0.5251789,1.6738276
514,257.0,5.0,0.038522936,0.047708724,0.044525802,0.5252945,1.674047
515,257.5,5.0,0.038469963,0.047643263,0.04446599,0.52540886,1.6742649
516,258.0,5.0,0.03841752,0.047578383,0.044406652,0.52552193,1.6744806
517,258.5,5.0,0.03836544,0.04751416,0.044347808,0.52563375,1.6746945
518,259.0,5.0,0.038313672,0.047450382,0.044289336,0.5257445,1.6749065
519,259.5,5.0,0.038262762,0.047387246,0.044231415,0.525854,1.6751164
520,260.0,5.0,0.03821209,0.047324676,0.044173837,0.5259625,1.6753252
521,260.5,5.0,0.038162015,0.047262747,0.044116795,0.52606964,1.6755317
522,261.0,5.0,0.03811252,0.047201414,0.044060126,0.52617586,1.6757368
523,261.5,5.0,0.038063206,0.047140617,0.04400398,0.5262809,1.67594
524,262.0,5.0,0.03801471,0.04708037,0.043948174,0.52638483,1.6761413
525,262.5,5.0,0.03796658,0.047020856,0.043892965,0.5264878,1.6763414
526,263.0,5.0,0.037918806,0.046961833,0.043838024,0.52658975,1.6765399
527,263.5,5.0,0.037871733,0.046903435,0.043783754,0.5266906,1.6767364
528,264.0,5.0,0.037825137,0.04684559,0.043729782,0.5267904,1.6769317
529,264.5,5.0,0.037779033,0.046788383,0.043676376,0.5268894,1.6771257
530,265.0,5.0,0.03773316,0.046731804,0.043623358,0.5269874,1.6773181
531,265.5,5.0,0.03768804,0.0466757,0.0435708,0.52708435,1.6775088
532,266.0,5.0,0.037643246,0.04662015,0.043518573,0.5271806,1.6776984
533,266.5,5.0,0.037598915,0.046565358,0.043466896,0.5272758,1.6778865
534,267.0,5.0,0.03755524,0.046510983,0.043415576,0.52737015,1.6780734
535,267.5,5.0,0.037511848,0.0464574,0.043364808,0.52746373,1.6782589
536,268.0,5.0,0.037469015,0.046404276,0.043314368,0.5275564,1.6784431
537,268.5,5.0,0.037426665,0.046351645,0.04326445,0.5276483,1.6786262
538,269.0,5.0,0.037384786,0.04629967,0.043214932,0.5277395,1.6788082
539,269.5,5.0,0.03734327,0.04624814,0.043165997,0.52782995,1.6789889
540,270.0,5.0,0.037302256,0.04619724,0.04311724,0.5279196,1.6791687
541,270.5,5.0,0.037261896,0.046146993,0.043068975,0.52800864,1.679347
542,271.0,5.0,0.037221618,0.046097223,0.043021083,0.5280969,1.6795244
543,271.5,5.0,0.037182026,0.04604799,0.042973712,0.52818465,1.6797011
544,272.0,5.0,0.037142746,0.045999113,0.042926654,0.5282716,1.6798766
545,272.5,5.0,0.037104152,0.045951176,0.042880133,0.528358,1.6800511
546,273.0,5.0,0.037065804,0.045903403,0.04283385,0.5284438,1.6802244
547,273.5,5.0,0.03702771,0.04585633,0.04278797,0.52852917,1.6803974
548,274.0,5.0,0.036990225,0.045809794,0.04274264,0.5286139,1.6805695
549,274.5,5.0,0.03695316,0.04576372,0.042697534,0.5286981,1.6807404
550,275.0,5.0,0.036916606,0.045718107,0.042652786,0.5287817,1.6809106
551,275.5,5.0,0.036880106,0.045672897,0.0426085,0.5288651,1.6810801
552,276.0,5.0,0.03684438,0.045628328,0.04256454,0.52894795,1.6812489
553,276.5,5.0,0.036808982,0.045584206,0.042521015,0.5290303,1.6814169
554,277.0,5.0,0.036773898,0.045540545,0.042477712,0.5291123,1.6815846
555,277.5,5.0,0.03673908,0.045497406,0.042434797,0.529194,1.681751
556,278.0,5.0,0.036704928,0.045454625,0.042392284,0.52927524,1.6819174
557,278.5,5.0,0.036670864,0.04541235,0.04235004,0.5293562,1.6820829
558,279.0,5.0,0.03663733,0.045370538,0.042308092,0.52943677,1.6822478
559,279.5,5.0,0.03660413,0.045329053,0.042266637,0.5295172,1.6824124
560,280.0,5.0,0.036571138,0.04528806,0.042225376,0.5295972,1.6825764
561,280.5,5.0,0.036538675,0.04524744,0.042184502,0.52967703,1.6827401
562,281.0,5.0,0.03650649,0.0452074,0.042143866,0.52975655,1.6829033
563,281.5,5.0,0.03647449,0.045167584,0.04210347,0.52983594,1.6830659
564,282.0,5.0,0.036443062,0.04512832,0.042063415,0.52991515,1.6832281
565,282.5,5.0,0.03641188,0.045089204,0.042023614,0.52999413,1.6833901
566,283.0,5.0,0.036380924,0.045050595,0.041984215,0.5300729,1.6835519
567,283.5,5.0,0.03635034,0.045012433,0.04194498,0.5301517,1.6837132
568,284.0,5.0,0.036320135,0.04497466,0.04190609,0.53023016,1.6838741
569,284.5,5.0,0.036289982,0.044937003,0.041867405,0.53030866,1.6840345
570,285.0,5.0,0.036260426,0.0448999,0.041829035,0.530387,1.684195
571,285.5,5.0,0.036230966,0.044863064,0.0417908,0.53046536,1.6843553
572,286.0,5.0,0.036201715,0.04482651,0.04175292,0.53054345,1.6845154
573,286.5,5.0,0.03617295,0.04479036,0.04171519,0.53062165,1.6846752
574,287.0,5.0,0.03614436,0.04475442,0.041677713,0.53069985,1.6848347
575,287.5,5.0,0.03611598,0.044718865,0.041640446,0.53077793,1.684994
576,288.0,5.0,0.036087774,0.044683624,0.04160349,0.530856,1.6851535
577,288.5,5.0,0.03606002,0.04464856,0.04156664,0.5309341,1.6853127
578,289.0,5.0,0.036032133,0.044613916,0.041530013,0.5310122,1.6854718
579,289.5,5.0,0.036004767,0.044579465,0.041493505,0.5310904,1.685631
580,290.0,5.0,0.035977684,0.044545267,0.04145737,0.53116846,1.6857901
581,290.5,5.0,0.035950527,0.044511277,0.041421413,0.5312466,1.6859486
582,291.0,5.0,0.03592369,0.044477616,0.041385427,0.53132486,1.6861074
583,291.5,5.0,0.03589721,0.044444192,0.0413498,0.5314032,1.6862662
584,292.0,5.0,0.035870828,0.044410933,0.04131429,0.5314815,1.6864252
585,292.5,5.0,0.0358446,0.04437803,0.04127887,0.5315599,1.6865838
586,293.0,5.0,0.035818674,0.044345174,0.041243628,0.5316384,1.6867427
587,293.5,5.0,0.035792753,0.04431266,0.041208565,0.53171706,1.6869013
588,294.0,5.0,0.03576696,0.044280265,0.04117371,0.5317956,1.68706
589,294.5,5.0,0.035741426,0.044248078,0.041138917,0.5318743,1.6872189
590,295.0,5.0,0.035716176,0.04421601,0.041104287,0.53195316,1.6873777
591,295.5,5.0,0.035691015,0.04418424,0.041069776,0.532032,1.6875362
592,296.0,5.0,0.035665907,0.044152502,0.04103531,0.5321111,1.687695
593,296.5,5.0,0.03564109,0.04412106,0.041001096,0.5321902,1.6878538
594,297.0,5.0,0.035616033,0.04408971,0.040966958,0.53226936,1.6880128
595,297.5,5.0,0.035591394,0.04405843,0.040932924,0.53234875,1.688172
596,298.0,5.0,0.035566702,0.044027302,0.04089889,0.53242815,1.6883307
597,298.5,5.0,0.035542287,0.043996412,0.040865004,0.5325077,1.6884897
598,299.0,5.0,0.03551791,0.043965567,0.040831283,0.53258723,1.6886487
599,299.5,5.0,0.035493582,0.04393484,0.040797576,0.5326669,1.6888077
600,300.0,5.0,0.035469398,0.043904234,0.040763944,0.5327468,1.688967
601,300.5,5.0,0.035445303,0.043873686,0.040730536,0.53282666,1.689126
602,301.0,5.0,0.03542131,0.043843407,0.040697023,0.53290665,1.6892855
603,301.5,5.0,0.035397217,0.043812964,0.04066354,0.53298676,1.6894445
604,302.0,5.0,0.035373293,0.0437827,0.04063028,0.53306687,1.6896038
605,302.5,5.0,0.03534974,0.04375257,0.04059714,0.5331472,1.6897632
606,303.0,5.0,0.035325736,0.043722425,0.04056391,0.5332275,1.6899226
607,303.5,5.0,0.03530191,0.043692444,0.040530786,0.5333079,1.6900817
608,304.0,5.0,0.035278253,0.043662462,0.040497705,0.5333884,1.6902411
609,304.5,5.0,0.035254613,0.0436326,0.0404647,0.5334689,1.6904004
610,305.0,5.0,0.035230868,0.043602664,0.040431783,0.5335496,1.6905599
611,305.5,5.0,0.035207286,0.043572742,0.04039882,0.5336302,1.6907192
612,306.0,5.0,0.035183705,0.04354294,0.040366024,0.5337109,1.6908785
613,306.5,5.0,0.035159998,0.043513153,0.040333062,0.53379166,1.6910377
614,307.0,5.0,0.035136536,0.04348344,0.04030028,0.53387237,1.691197
615,307.5,5.0,0.03511277,0.043453727,0.040267617,0.5339533,1.6913562
616,308.0,5.0,0.035089284,0.043424014,0.040234804,0.53403413,1.6915154
617,308.5,5.0,0.035065793,0.0433943,0.040202186,0.53411496,1.6916748
618,309.0,5.0,0.035042107,0.04336456,0.040169537,0.5341958,1.6918339
619,309.5,5.0,0.03501848,0.043334845,0.040136784,0.53427666,1.6919929
620,310.0,5.0,0.034994982,0.043305133,0.0401043,0.53435755,1.6921518
621,310.5,5.0,0.034971237,0.043275405,0.04007174,0.53443855,1.6923103
622,311.0,5.0,0.034947626,0.043245707,0.04003924,0.5345194,1.6924692
623,311.5,5.0,0.034923986,0.043215904,0.040006667,0.5346002,1.6926278
624,312.0,5.0,0.03490033,0.04318622,0.03997414,0.534681,1.6927865
625,312.5,5.0,0.034876637,0.04315639,0.039941788,0.5347617,1.692945
626,313.0,5.0,0.0348529,0.043126646,0.03990926,0.53484243,1.6931031
627,313.5,5.0,0.03482905,0.043096814,0.03987685,0.5349232,1.6932611
628,314.0,5.0,0.034805246,0.043066997,0.039844602,0.53500384,1.693419
629,314.5,5.0,0.03478136,0.04303715,0.039812118,0.53508437,1.6935767
630,315.0,5.0,0.03475759,0.0430072,0.039779857,0.53516483,1.6937343
631,315.5,5.0,0.034733556,0.042977322,0.039747566,0.5352453,1.6938916
632,316.0,5.0,0.03470961,0.04294731,0.03971535,0.5353255,1.6940486
633,316.5,5.0,0.034685418,0.0429173,0.039683163,0.5354058,1.6942058
634,317.0,5.0,0.034661345,0.04288723,0.039650872,0.5354861,1.6943625
635,317.5,5.0,0.0346371,0.042857174,0.03961873,0.53556615,1.694519
636,318.0,5.0,0.034612946,0.042827133,0.039586663,0.53564614,1.6946752
637,318.5,5.0,0.03458865,0.04279693,0.03955461,0.53572595,1.6948311
638,319.0,5.0,0.034564212,0.0427668,0.039522618,0.53580564,1.6949869
639,319.5,5.0,0.03453993,0.042736534,0.03949049,0.5358852,1.6951423
640,320.0,5.0,0.034515373,0.042706285,0.039458647,0.5359647,1.6952975
641,320.5,5.0,0.034491017,0.042676035,0.039426744,0.536044,1.6954525
642,321.0,5.0,0.03446643,0.04264571,0.0393949,0.5361233,1.695607
643,321.5,5.0,0.034441635,0.042615194,0.039363056,0.5362022,1.695761
644,322.0,5.0,0.034417003,0.04258487,0.039331347,0.5362811,1.6959149
645,322.5,5.0,0.034392193,0.042554308,0.039299652,0.5363599,1.6960688
646,323.0,5.0,0.034367494,0.042523984,0.03926803,0.53643835,1.696222
647,323.5,5.0,0.034342654,0.042493362,0.039236397,0.5365169,1.6963751
648,324.0,5.0,0.034317657,0.04246277,0.03920488,0.5365951,1.6965277
649,324.5,5.0,0.034292564,0.042432223,0.039173424,0.53667325,1.6966798
650,325.0,5.0,0.0342677,0.04240151,0.039142102,0.5367511,1.6968316
651,325.5,5.0,0.034242406,0.04237083,0.03911072,0.53682876,1.6969831
652,326.0,5.0,0.03421723,0.042340104,0.039079443,0.53690624,1.6971343
653,326.5,5.0,0.034192167,0.042309392,0.039048344,0.5369836,1.6972849
654,327.0,5.0,0.034166686,0.042278666,0.039017215,0.53706074,1.697435
655,327.5,5.0,0.034141354,0.04224785,0.038986146,0.5371375,1.6975851
656,328.0,5.0,0.034115896,0.042217005,0.03895521,0.5372144,1.6977346
657,328.5,5.0,0.034090556,0.0421861,0.03892432,0.53729093,1.6978836
658,329.0,5.0,0.03406485,0.04215521,0.03889355,0.53736705,1.6980323
659,329.5,5.0,0.03403926,0.04212435,0.038862854,0.5374432,1.6981804
660,330.0,5.0,0.034013443,0.04209334,0.038832203,0.5375191,1.6983285
661,330.5,5.0,0.033987716,0.042062316,0.038801655,0.53759474,1.6984756
662,331.0,5.0,0.033961922,0.042031232,0.038771152,0.53767,1.6986227
663,331.5,5.0,0.033935957,0.042000238,0.038740754,0.5377451,1.698769
664,332.0,5.0,0.033910096,0.04196911,0.03871043,0.53782004,1.698915
665,332.5,5.0,0.033884123,0.041938055,0.03868021,0.53789467,1.6990603
666,333.0,5.0,0.033857986,0.041906837,0.03865014,0.5379691,1.6992054
667,333.5,5.0,0.033831753,0.04187562,0.038619995,0.53804314,1.69935
668,334.0,5.0,0.033805713,0.041844446,0.03859012,0.5381172,1.6994936
669,334.5,5.0,0.033779413,0.041813258,0.038560078,0.5381908,1.6996374
670,335.0,5.0,0.033752955,0.04178189,0.03853035,0.53826404,1.6997803
671,335.5,5.0,0.033726685,0.0417506,0.038500622,0.5383371,1.699923
672,336.0,5.0,0.03369996,0.041719172,0.03847088,0.53840995,1.7000649
673,336.5,5.0,0.033673614,0.041687716,0.038441285,0.5384824,1.7002068
674,337.0,5.0,0.033646986,0.04165629,0.038411736,0.53855455,1.7003473
675,337.5,5.0,0.033620298,0.041624773,0.03838229,0.53862643,1.700488
676,338.0,5.0,0.033593595,0.041593302,0.03835289,0.538698,1.7006278
677,338.5,5.0,0.03356657,0.041561652,0.03832349,0.5387693,1.700767
678,339.0,5.0,0.033539772,0.041530076,0.038294256,0.53884023,1.7009058
679,339.5,5.0,0.033512756,0.041498277,0.038265094,0.53891087,1.7010441
680,340.0,5.0,0.033485517,0.041466493,0.038235843,0.5389812,1.7011814
681,340.5,5.0,0.033458337,0.04143465,0.03820668,0.53905106,1.7013185
682,341.0,5.0,0.033431143,0.041402746,0.03817758,0.5391207,1.7014549
683,341.5,5.0,0.033403844,0.041370798,0.038148567,0.5391899,1.7015909
684,342.0,5.0,0.03337635,0.041338686,0.038119495,0.5392586,1.701726
685,342.5,5.0,0.03334882,0.041306544,0.038090482,0.53932714,1.7018607
686,343.0,5.0,0.03332103,0.041274186,0.038061455,0.5393953,1.7019949
687,343.5,5.0,0.033293426,0.041241933,0.038032413,0.53946286,1.7021279
688,344.0,5.0,0.03326559,0.041209493,0.03800349,0.5395303,1.7022607
689,344.5,5.0,0.033237606,0.04117698,0.037974477,0.53959703,1.7023927
690,345.0,5.0,0.03320943,0.04114436,0.037945464,0.53966373,1.7025242
691,345.5,5.0,0.033181153,0.041111577,0.037916422,0.5397298,1.7026553
692,346.0,5.0,0.03315282,0.04107875,0.03788732,0.5397954,1.7027853
693,346.5,5.0,0.033124402,0.04104564,0.037858292,0.5398606,1.7029147
694,347.0,5.0,0.033095807,0.04101244,0.037829086,0.5399253,1.7030436
695,347.5,5.0,0.033067137,0.040979188,0.03779997,0.5399894,1.7031715
696,348.0,5.0,0.033038333,0.040945698,0.037770703,0.54005325,1.7032988
697,348.5,5.0,0.03300921,0.04091205,0.037741363,0.5401166,1.7034256
