,t,TG,TG_error,DG,DG_error,MG,MG_error
0,0.0,0.6191142,0.0,0.04000494,0.0,0.000394678,0.0
1,60.0,0.15795994,0.019190030940018716,0.17442478,0.011028525195777442,0.13960126,0.0055152080182720095
2,120.0,0.06324064,0.006137024961197199,0.077204384,0.009679656331434179,0.06680896,0.007499388582010727
3,240.0,0.03899658,0.006949050414452653,0.049671765,0.01172885864408738,0.0511498,0.012431385046052595
