,t,TG,TG_error,DG,DG_error,MG,MG_error
0,0.0,0.6191142,0.0,0.04000494,0.0,0.000394678,0.0
1,60.0,0.15691265,0.0805142353243643,0.17848003,0.07856660975723087,0.1307293,0.03601837776935753
2,120.0,0.075168885,0.01796908731938446,0.09163898,0.024457714223906763,0.08374223,0.0237444731314005
3,240.0,0.039533485,0.0035491688323596214,0.048934456,0.0034182021844232106,0.047685158,0.0009406085791092519
4,360.0,0.027852328,0.000984618086255507,0.032479946,0.0013790087504782665,0.03352936,0.0008989308546769063
