,t,Q,TG,DG,MG,G,ME
59,29.5,6.0,0.32815817,0.19035973,0.10085578,0.044436723,0.47955874
60,30.0,6.0,0.323858,0.19109328,0.102573335,0.04629893,0.489321
61,30.5,6.0,0.31959555,0.19177826,0.10425712,0.048199423,0.49909025
62,31.0,6.0,0.3153714,0.19241491,0.105905876,0.05013793,0.50886405
63,31.5,6.0,0.31118655,0.19300392,0.10751869,0.05211383,0.5186395
64,32.0,6.0,0.30704212,0.19354583,0.10909441,0.054127082,0.5284136
65,32.5,6.0,0.30293876,0.19404112,0.11063193,0.05617699,0.5381837
66,33.0,6.0,0.29887757,0.19449018,0.11213043,0.05826328,0.5479469
67,33.5,6.0,0.29485947,0.19489343,0.113588765,0.060385548,0.5577005
68,34.0,6.0,0.29088536,0.19525182,0.11500631,0.062543295,0.5674418
69,34.5,6.0,0.2869559,0.19556552,0.11638208,0.06473619,0.5771686
70,35.0,6.0,0.28307217,0.19583517,0.11771548,0.06696366,0.5868774
71,35.5,6.0,0.27923483,0.19606136,0.119005665,0.06922525,0.5965663
72,36.0,6.0,0.2754448,0.19624467,0.12025228,0.07152059,0.6062329
73,36.5,6.0,0.27170265,0.19638579,0.12145446,0.07384917,0.61587477
74,37.0,6.0,0.2680092,0.19648516,0.12261188,0.0762105,0.6254896
75,37.5,6.0,0.2643649,0.19654363,0.12372415,0.07860401,0.63507533
76,38.0,6.0,0.26077044,0.19656187,0.12479089,0.08102928,0.64462966
77,38.5,6.0,0.25722605,0.1965408,0.12581202,0.0834856,0.6541511
78,39.0,6.0,0.25373256,0.19648093,0.1267872,0.08597261,0.6636371
79,39.5,6.0,0.2502899,0.19638312,0.1277163,0.08848961,0.67308664
80,40.0,6.0,0.2468986,0.19624838,0.12859958,0.091036,0.6824978
81,40.5,6.0,0.24355897,0.1960773,0.12943673,0.09361122,0.6918686
82,41.0,6.0,0.24027103,0.19587094,0.13022792,0.09621476,0.70119804
83,41.5,6.0,0.23703475,0.19563012,0.13097368,0.098845765,0.71048504
84,42.0,6.0,0.23385036,0.19535586,0.13167399,0.101503655,0.7197277
85,42.5,6.0,0.23071766,0.19504908,0.13232931,0.10418766,0.72892517
86,43.0,6.0,0.22763659,0.19471054,0.13293989,0.10689731,0.7380767
87,43.5,6.0,0.22460698,0.19434139,0.13350645,0.10963145,0.7471806
88,44.0,6.0,0.2216286,0.1939424,0.13402921,0.11238986,0.7562367
89,44.5,6.0,0.21870133,0.19351457,0.13450882,0.11517131,0.76524365
90,45.0,6.0,0.21582463,0.19305903,0.134946,0.11797522,0.77420056
91,45.5,6.0,0.2129982,0.1925763,0.13534121,0.1208009,0.7831074
92,46.0,6.0,0.21022175,0.19206753,0.13569519,0.12364727,0.7919628
93,46.5,6.0,0.20749457,0.19153364,0.13600872,0.12651366,0.8007667
94,47.0,6.0,0.20481627,0.1909755,0.13628279,0.12939912,0.8095183
95,47.5,6.0,0.20218651,0.1903939,0.13651769,0.13230292,0.81821704
96,48.0,6.0,0.1996048,0.18978955,0.13671435,0.1352241,0.8268622
97,48.5,6.0,0.19707029,0.18916339,0.13687377,0.13816181,0.8354536
98,49.0,6.0,0.19458246,0.18851638,0.13699682,0.14111494,0.8439908
99,49.5,6.0,0.19214103,0.1878491,0.13708423,0.1440828,0.8524734
100,50.0,6.0,0.18974473,0.1871624,0.13713695,0.1470644,0.86090106
101,50.5,6.0,0.18739353,0.18645687,0.1371557,0.15005876,0.8692731
102,51.0,6.0,0.18508676,0.18573336,0.13714151,0.15306506,0.8775892
103,51.5,6.0,0.18282333,0.18499248,0.13709523,0.1560822,0.8858494
104,52.0,6.0,0.18060309,0.18423489,0.13701777,0.15910926,0.8940532
105,52.5,6.0,0.17842515,0.18346131,0.13690995,0.16214547,0.90219986
106,53.0,6.0,0.17628877,0.18267243,0.1367728,0.16518971,0.9102899
107,53.5,6.0,0.17419358,0.18186869,0.1366071,0.168241,0.9183221
108,54.0,6.0,0.17213866,0.18105096,0.13641389,0.1712983,0.9262962
109,54.5,6.0,0.17012334,0.18021946,0.13619386,0.17436105,0.93421286
110,55.0,6.0,0.16814694,0.17937535,0.13594826,0.17742795,0.9420711
111,55.5,6.0,0.16620918,0.17851862,0.13567738,0.18049818,0.94987047
112,56.0,6.0,0.16430892,0.17765014,0.13538267,0.18357067,0.957611
113,56.5,6.0,0.16244568,0.17677066,0.13506497,0.18664452,0.9652922
114,57.0,6.0,0.16061917,0.17588028,0.13472466,0.18971902,0.97291374
115,57.5,6.0,0.15882814,0.17497973,0.13436304,0.19279303,0.9804758
116,58.0,6.0,0.1570723,0.1740697,0.13398086,0.19586566,0.9879781
117,58.5,6.0,0.15535113,0.17315069,0.13357894,0.19893606,0.9954196
118,59.0,6.0,0.15366362,0.1722229,0.13315798,0.20200351,1.002801
119,59.5,6.0,0.15200955,0.17128712,0.13271885,0.20506683,1.0101215
120,60.0,6.0,0.15038802,0.1703441,0.13226284,0.2081251,1.0173808
121,60.5,6.0,0.14879835,0.16939406,0.13179018,0.21117777,1.0245793
122,61.0,6.0,0.14724028,0.1684372,0.13130172,0.214224,1.0317167
123,61.5,6.0,0.14571287,0.16747451,0.1307983,0.21726292,1.0387926
124,62.0,6.0,0.14421563,0.1665065,0.13028108,0.22029343,1.0458069
125,62.5,6.0,0.14274803,0.16553351,0.12975033,0.2233151,1.052759
126,63.0,6.0,0.14130929,0.16455594,0.12920691,0.22632721,1.0596501
127,63.5,6.0,0.13989933,0.1635744,0.12865157,0.22932863,1.0664786
128,64.0,6.0,0.13851678,0.16258918,0.12808506,0.23231906,1.0732458
129,64.5,6.0,0.13716167,0.16160089,0.127508,0.23529765,1.0799506
130,65.0,6.0,0.13583323,0.16060983,0.12692101,0.23826379,1.0865935
131,65.5,6.0,0.13453087,0.15961678,0.1263249,0.24121669,1.0931745
132,66.0,6.0,0.13325423,0.15862177,0.12572037,0.24415582,1.0996933
133,66.5,6.0,0.13200232,0.15762565,0.12510796,0.2470805,1.1061506
134,67.0,6.0,0.13077515,0.15662855,0.12448825,0.24999008,1.1125457
135,67.5,6.0,0.12957168,0.15563074,0.123861745,0.25288445,1.1188794
136,68.0,6.0,0.12839147,0.15463302,0.1232294,0.25576252,1.1251516
137,68.5,6.0,0.12723437,0.15363532,0.12259109,0.25862426,1.1313622
138,69.0,6.0,0.1260995,0.15263844,0.12194811,0.2614688,1.1375116
139,69.5,6.0,0.12498618,0.15164262,0.12130068,0.26429585,1.1436003
140,70.0,6.0,0.1238944,0.15064803,0.120649114,0.267105,1.1496278
141,70.5,6.0,0.122823276,0.14965531,0.11999424,0.2698957,1.1555946
142,71.0,6.0,0.121772535,0.14866462,0.11933653,0.27266786,1.1615015
143,71.5,6.0,0.120741494,0.14767614,0.11867611,0.2754208,1.1673489
144,72.0,6.0,0.119729765,0.14669034,0.118013546,0.27815458,1.1731362
145,72.5,6.0,0.11873669,0.1457077,0.11734943,0.28086844,1.1788639
146,73.0,6.0,0.117762275,0.14472798,0.116683945,0.28356245,1.1845329
147,73.5,6.0,0.11680565,0.14375195,0.1160178,0.28623605,1.190143
148,74.0,6.0,0.11586637,0.1427798,0.115351275,0.2888891,1.1956954
149,74.5,6.0,0.11494399,0.1418117,0.11468445,0.29152146,1.2011899
150,75.0,6.0,0.114038356,0.14084792,0.11401804,0.29413292,1.206627
151,75.5,6.0,0.113148816,0.13988832,0.11335187,0.29672334,1.212007
152,76.0,6.0,0.112274684,0.13893369,0.1126868,0.29929227,1.2173308
153,76.5,6.0,0.11141611,0.13798389,0.11202301,0.3018399,1.2225982
154,77.0,6.0,0.110572316,0.13703904,0.111360386,0.30436608,1.2278105
155,77.5,6.0,0.10974286,0.13609964,0.11069958,0.30687055,1.2329677
156,78.0,6.0,0.108927585,0.13516575,0.11004077,0.30935326,1.2380705
157,78.5,6.0,0.10812596,0.13423738,0.109384105,0.31181422,1.2431192
158,79.0,6.0,0.10733757,0.13331482,0.108729914,0.31425336,1.2481145
159,79.5,6.0,0.106562264,0.13239804,0.108078286,0.31667045,1.2530563
160,80.0,6.0,0.105799384,0.13148758,0.10742973,0.3190656,1.2579464
161,80.5,6.0,0.10504884,0.13058299,0.10678391,0.32143906,1.2627841
162,81.0,6.0,0.10431004,0.12968475,0.10614149,0.32379046,1.2675709
163,81.5,6.0,0.1035829,0.12879285,0.10550232,0.32612,1.2723064
164,82.0,6.0,0.102866836,0.1279074,0.10486691,0.32842767,1.2769924
165,82.5,6.0,0.10216162,0.12702847,0.10423492,0.33071357,1.2816285
166,83.0,6.0,0.10146696,0.12615618,0.103606835,0.3329775,1.2862154
167,83.5,6.0,0.10078264,0.12529078,0.102982655,0.3352197,1.2907537
168,84.0,6.0,0.100108184,0.12443188,0.10236262,0.33744052,1.2952441
169,84.5,6.0,0.09944347,0.12357989,0.10174672,0.33963946,1.2996871
170,85.0,6.0,0.09878803,0.122734725,0.10113509,0.3418171,1.3040837
171,85.5,6.0,0.098141946,0.121896476,0.10052769,0.34397325,1.3084333
172,86.0,6.0,0.097504355,0.12106517,0.09992473,0.34610817,1.3127378
173,86.5,6.0,0.09687544,0.12024081,0.09932618,0.3482221,1.3169974
174,87.0,6.0,0.09625483,0.11942339,0.09873237,0.35031477,1.3212115
175,87.5,6.0,0.09564222,0.118612975,0.098143086,0.35238656,1.325382
176,88.0,6.0,0.09503753,0.117809564,0.097558394,0.35443756,1.3295091
177,88.5,6.0,0.09444038,0.117013186,0.09697856,0.35646787,1.333593
178,89.0,6.0,0.09385056,0.11622381,0.096403316,0.3584778,1.3376347
179,89.5,6.0,0.093267806,0.11544147,0.09583305,0.36046723,1.3416345
180,90.0,6.0,0.092691876,0.114666134,0.09526746,0.36243638,1.3455929
181,90.5,6.0,0.09212283,0.11389777,0.09470658,0.36438566,1.3495104
182,91.0,6.0,0.09156022,0.11313644,0.09415068,0.36631495,1.353388
183,91.5,6.0,0.09100393,0.112382114,0.0935999,0.3682243,1.3572251
184,92.0,6.0,0.0904536,0.11163446,0.093053594,0.37011427,1.3610232
185,92.5,6.0,0.089909144,0.110893816,0.092512354,0.37198475,1.3647826
186,93.0,6.0,0.089370616,0.11016026,0.09197615,0.37383583,1.3685035
187,93.5,6.0,0.08883766,0.10943344,0.09144448,0.37566796,1.3721868
188,94.0,6.0,0.08830992,0.10871357,0.09091802,0.37748116,1.3758324
189,94.5,6.0,0.08778734,0.1080001,0.09039642,0.3792754,1.3794416
190,95.0,6.0,0.08727012,0.107293576,0.08987941,0.38105127,1.3830141
191,95.5,6.0,0.08675776,0.10659373,0.089367375,0.38280854,1.3865505
192,96.0,6.0,0.086250074,0.105900824,0.08886035,0.3845476,1.3900514
193,96.5,6.0,0.08574701,0.10521403,0.08835785,0.38626865,1.3935171
194,97.0,6.0,0.08524842,0.10453409,0.0878603,0.38797167,1.3969482
195,97.5,6.0,0.084754296,0.10386062,0.08736749,0.38965687,1.4003448
196,98.0,6.0,0.084264524,0.1031937,0.08687942,0.3913247,1.4037077
197,98.5,6.0,0.08377866,0.10253292,0.08639608,0.39297512,1.4070373
198,99.0,6.0,0.0832969,0.101878524,0.08591737,0.3946083,1.4103335
199,99.5,6.0,0.08281905,0.10123062,0.08544342,0.39622423,1.4135971
200,100.0,6.0,0.082345374,0.10058865,0.084973946,0.39782354,1.4168284
201,100.5,6.0,0.081874885,0.099953175,0.08450918,0.3994059,1.4200274
202,101.0,6.0,0.08140809,0.09932378,0.08404909,0.40097168,1.4231952
203,101.5,6.0,0.080944814,0.098700434,0.08359335,0.40252128,1.4263316
204,102.0,6.0,0.08048538,0.09808287,0.08314197,0.4040546,1.429437
205,102.5,6.0,0.08002884,0.097471416,0.0826952,0.40557176,1.4325119
206,103.0,6.0,0.079575755,0.096865624,0.082252815,0.40707323,1.4355568
207,103.5,6.0,0.07912583,0.096266,0.08181484,0.4085587,1.4385715
208,104.0,6.0,0.07867927,0.09567183,0.08138107,0.4100288,1.441556
209,104.5,6.0,0.078235544,0.095083445,0.080951646,0.41148338,1.4445119
210,105.0,6.0,0.07779486,0.09450075,0.080526486,0.41292265,1.4474386
211,105.5,6.0,0.0773573,0.09392366,0.08010559,0.41434708,1.4503368
212,106.0,6.0,0.07692254,0.09335202,0.07968883,0.41575643,1.4532062
213,106.5,6.0,0.07649056,0.092785746,0.07927631,0.41715103,1.4560473
214,107.0,6.0,0.076061554,0.09222463,0.07886754,0.41853115,1.4588609
215,107.5,6.0,0.07563532,0.09166917,0.07846312,0.41989657,1.4616462
216,108.0,6.0,0.07521183,0.09111893,0.07806276,0.42124778,1.464405
217,108.5,6.0,0.07479132,0.09057349,0.07766609,0.42258486,1.4671357
218,109.0,6.0,0.074373014,0.0900338,0.07727344,0.4239079,1.46984
219,109.5,6.0,0.07395784,0.08949879,0.07688464,0.42521712,1.4725171
220,110.0,6.0,0.07354502,0.08896893,0.076499894,0.42651257,1.4751686
221,110.5,6.0,0.07313482,0.0884437,0.07611875,0.42779455,1.477793
222,111.0,6.0,0.07272748,0.0879235,0.075741306,0.429063,1.4803919
223,111.5,6.0,0.072322674,0.08740851,0.07536797,0.4303182,1.4829646
224,112.0,6.0,0.07192055,0.08689776,0.07499777,0.43156022,1.4855117
225,112.5,6.0,0.07152099,0.08639181,0.07463153,0.43278924,1.488034
226,113.0,6.0,0.071124025,0.08589065,0.07426874,0.4340055,1.4905307
227,113.5,6.0,0.07072968,0.085393935,0.073909655,0.43520883,1.4930022
228,114.0,6.0,0.07033802,0.08490214,0.07355417,0.43639967,1.4954493
229,114.5,6.0,0.06994874,0.08441442,0.07320191,0.4375781,1.4978714
230,115.0,6.0,0.06956229,0.08393124,0.07285325,0.43874422,1.5002695
231,115.5,6.0,0.06917853,0.0834524,0.07250805,0.4398981,1.5026431
232,116.0,6.0,0.06879724,0.08297792,0.07216604,0.44104,1.5049924
233,116.5,6.0,0.06841866,0.08250791,0.071827725,0.44216976,1.507318
234,117.0,6.0,0.06804297,0.0820418,0.07149245,0.443288,1.5096198
235,117.5,6.0,0.06766964,0.08158013,0.07116045,0.44439438,1.5118985
236,118.0,6.0,0.067299254,0.08112252,0.07083164,0.4454892,1.5141534
237,118.5,6.0,0.06693152,0.080669105,0.07050638,0.4465725,1.516385
238,119.0,6.0,0.06656677,0.080219686,0.070184216,0.4476445,1.5185937
239,119.5,6.0,0.066204615,0.07977438,0.06986497,0.44870535,1.5207793
240,120.0,6.0,0.06584517,0.07933271,0.06954889,0.44975528,1.5229423
241,120.5,6.0,0.065488674,0.07889533,0.069236085,0.45079407,1.5250826
242,121.0,6.0,0.0651351,0.07846171,0.06892614,0.45182207,1.5272008
243,121.5,6.0,0.064784236,0.07803208,0.068619356,0.4528394,1.5292965
244,122.0,6.0,0.06443641,0.07760623,0.06831573,0.4538458,1.5313699
245,122.5,6.0,0.06409145,0.07718423,0.068014786,0.45484194,1.5334216
246,123.0,6.0,0.06374971,0.076765776,0.06771688,0.45582774,1.5354515
247,123.5,6.0,0.06341077,0.07635149,0.06742208,0.45680293,1.5374597
248,124.0,6.0,0.06307501,0.07594067,0.06713013,0.45776817,1.5394461
249,124.5,6.0,0.062742,0.0755336,0.06684105,0.4587232,1.5414116
250,125.0,6.0,0.062411968,0.075130224,0.06655489,0.45966828,1.543356
251,125.5,6.0,0.062085394,0.074730635,0.06627159,0.46060333,1.5452791
252,126.0,6.0,0.06176177,0.07433462,0.06599079,0.4615288,1.5471812
253,126.5,6.0,0.061441068,0.073942214,0.06571309,0.4624444,1.5490631
254,127.0,6.0,0.061123583,0.07355356,0.065438256,0.46335045,1.5509241
255,127.5,6.0,0.060809586,0.07316837,0.06516616,0.46424696,1.5527648
256,128.0,6.0,0.06049848,0.07278693,0.06489681,0.46513405,1.5545851
257,128.5,6.0,0.06019068,0.07240915,0.064630136,0.46601167,1.5563856
258,129.0,6.0,0.059885982,0.072034955,0.064366326,0.46688017,1.558166
259,129.5,6.0,0.059584383,0.071664184,0.06410502,0.46773955,1.5599271
260,130.0,6.0,0.05928606,0.07129702,0.06384663,0.46858963,1.5616682
261,130.5,6.0,0.058991138,0.07093379,0.06359093,0.4694309,1.5633898
262,131.0,6.0,0.058699314,0.07057378,0.06333773,0.4702632,1.5650927
263,131.5,6.0,0.05841065,0.07021746,0.06308727,0.47108677,1.566776
264,132.0,6.0,0.05812538,0.06986475,0.06283943,0.4719014,1.568441
265,132.5,6.0,0.05784333,0.069515586,0.0625944,0.47270742,1.5700868
266,133.0,6.0,0.0575645,0.06917003,0.062351804,0.47350493,1.5717143
267,133.5,6.0,0.05728877,0.06882799,0.062111896,0.47429374,1.5733236
268,134.0,6.0,0.05701602,0.06848988,0.06187473,0.47507402,1.5749146
269,134.5,6.0,0.056746904,0.06815514,0.061640006,0.47584614,1.5764878
270,135.0,6.0,0.05648065,0.067824155,0.061407845,0.47661003,1.5780431
271,135.5,6.0,0.056217793,0.06749663,0.061178308,0.47736552,1.5795809
272,136.0,6.0,0.055957977,0.067172915,0.060951214,0.47811285,1.5811014
273,136.5,6.0,0.0557012,0.06685275,0.060726862,0.47885206,1.5826044
274,137.0,6.0,0.055447344,0.06653625,0.060505074,0.4795834,1.5840912
275,137.5,6.0,0.055196766,0.0662235,0.06028561,0.4803066,1.5855603
276,138.0,6.0,0.054949287,0.06591442,0.060069066,0.48102185,1.587013
277,138.5,6.0,0.05470455,0.06560892,0.059854608,0.48172948,1.5884496
278,139.0,6.0,0.054463092,0.06530717,0.05964307,0.48242924,1.5898696
279,139.5,6.0,0.054224256,0.06500915,0.05943356,0.4831213,1.591274
280,140.0,6.0,0.05398864,0.06471482,0.05922697,0.4838058,1.5926629
281,140.5,6.0,0.053755466,0.06442398,0.059022408,0.48448285,1.5940354
282,141.0,6.0,0.05352557,0.06413707,0.058820706,0.4851524,1.5953928
283,141.5,6.0,0.0532983,0.06385386,0.05862127,0.48581436,1.596735
284,142.0,6.0,0.05307365,0.0635744,0.058424395,0.48646924,1.5980625
285,142.5,6.0,0.05285186,0.06329852,0.058229905,0.48711678,1.5993751
286,143.0,6.0,0.052632634,0.06302634,0.0580378,0.48775694,1.6006732
287,143.5,6.0,0.05241597,0.06275788,0.057848137,0.48839018,1.601957
288,144.0,6.0,0.05220181,0.062493145,0.05766062,0.48901638,1.6032264
289,144.5,6.0,0.051990394,0.062231928,0.057475667,0.48963544,1.604482
290,145.0,6.0,0.05178124,0.061974704,0.05729304,0.49024782,1.6057239
291,145.5,6.0,0.05157465,0.061720997,0.057112616,0.49085328,1.6069524
292,146.0,6.0,0.051370326,0.061470926,0.056934576,0.49145195,1.6081679
293,146.5,6.0,0.051168386,0.06122431,0.056758802,0.49204406,1.6093698
294,147.0,6.0,0.05096877,0.060981333,0.056585353,0.49262956,1.6105586
295,147.5,6.0,0.0507713,0.06074205,0.05641387,0.49320862,1.6117355
296,148.0,6.0,0.050576035,0.060506195,0.05624495,0.49378118,1.6128994
297,148.5,6.0,0.050383154,0.060273975,0.056078058,0.49434736,1.6140515
298,149.0,6.0,0.05019206,0.060045153,0.05591343,0.49490753,1.6151915
299,149.5,6.0,0.050003145,0.05981967,0.055750888,0.49546155,1.6163193
300,150.0,6.0,0.049816344,0.0595977,0.055590373,0.49600956,1.6174352
301,150.5,6.0,0.04963136,0.0593791,0.055432003,0.49655136,1.6185406
302,151.0,6.0,0.049448375,0.05916372,0.0552756,0.49708733,1.619634
303,151.5,6.0,0.049267445,0.058951557,0.055121105,0.4976177,1.6207166
304,152.0,6.0,0.049088363,0.058742672,0.054968696,0.4981422,1.621788
305,152.5,6.0,0.0489108,0.058536947,0.054818194,0.49866125,1.6228493
306,153.0,6.0,0.048735116,0.0583342,0.05466954,0.49917492,1.6238996
307,153.5,6.0,0.04856119,0.058134496,0.054523032,0.4996831,1.62494
308,154.0,6.0,0.04838932,0.05793777,0.054378133,0.50018597,1.6259702
309,154.5,6.0,0.04821861,0.057743937,0.054234903,0.5006839,1.6269907
310,155.0,6.0,0.04804999,0.057553023,0.0540937,0.5011764,1.6280011
311,155.5,6.0,0.04788268,0.057364643,0.053953867,0.5016641,1.6290019
312,156.0,6.0,0.04771695,0.057179093,0.053815942,0.502147,1.6299936
313,156.5,6.0,0.047552858,0.056995988,0.053679507,0.50262505,1.6309758
314,157.0,6.0,0.047390405,0.056815714,0.0535448,0.5030984,1.6319491
315,157.5,6.0,0.047229383,0.056637555,0.053411465,0.5035674,1.6329132
316,158.0,6.0,0.04706979,0.05646184,0.05327968,0.5040317,1.633869
317,158.5,6.0,0.04691157,0.056288302,0.053149085,0.5044919,1.6348159
318,159.0,6.0,0.04675514,0.056117266,0.05302034,0.50494766,1.6357545
319,159.5,6.0,0.04659969,0.05594796,0.052892607,0.5053992,1.6366848
320,160.0,6.0,0.0464457,0.055780828,0.052766126,0.5058468,1.6376067
321,160.5,6.0,0.046293113,0.055615425,0.052640956,0.5062907,1.6385207
322,161.0,6.0,0.046142016,0.05545202,0.052517038,0.50673044,1.6394271
323,161.5,6.0,0.04599217,0.055290192,0.052394193,0.50716656,1.6403252
324,162.0,6.0,0.045843575,0.055130184,0.0522726,0.507599,1.6412158
325,162.5,6.0,0.045696173,0.054971337,0.0521519,0.5080278,1.6420993
326,163.0,6.0,0.04555023,0.05481431,0.052032214,0.5084531,1.6429752
327,163.5,6.0,0.045405272,0.05465862,0.05191348,0.508875,1.6438437
328,164.0,6.0,0.045261774,0.054504097,0.051795762,0.5092936,1.6447045
329,164.5,6.0,0.04511923,0.054350764,0.05167858,0.5097088,1.6455587
330,165.0,6.0,0.044977996,0.054198682,0.05156229,0.5101211,1.6464057
331,165.5,6.0,0.044837896,0.054047227,0.051446956,0.5105302,1.6472456
332,166.0,6.0,0.044698987,0.053896815,0.051332217,0.5109361,1.6480788
333,166.5,6.0,0.04456109,0.053747565,0.051218133,0.51133907,1.6489053
334,167.0,6.0,0.04442436,0.053598702,0.051104527,0.5117392,1.6497248
335,167.5,6.0,0.04428858,0.053450704,0.050991695,0.5121366,1.6505375
336,168.0,6.0,0.044153783,0.053303003,0.05087922,0.51253086,1.6513443
337,168.5,6.0,0.04402015,0.053156048,0.050767224,0.5129225,1.6521438
338,169.0,6.0,0.04388741,0.05300939,0.050655704,0.5133115,1.6529374
339,169.5,6.0,0.043755446,0.05286309,0.05054466,0.51369745,1.6537241
340,170.0,6.0,0.043624673,0.05271724,0.050433736,0.5140809,1.6545047
341,170.5,6.0,0.043494765,0.052571535,0.05032329,0.51446164,1.655278
342,171.0,6.0,0.04336566,0.05242589,0.05021296,0.51483977,1.6560452
343,171.5,6.0,0.04323754,0.052280366,0.05010293,0.5152153,1.656806
344,172.0,6.0,0.043110136,0.05213484,0.04999302,0.51558805,1.6575602
345,172.5,6.0,0.042983506,0.051989257,0.049883407,0.5159584,1.6583084
346,173.0,6.0,0.04285777,0.051843673,0.049773674,0.5163258,1.65905
347,173.5,6.0,0.04273245,0.05169803,0.04966412,0.5166906,1.6597846
348,174.0,6.0,0.042607967,0.051552057,0.049554747,0.51705277,1.6605133
