,t,Q,TG,DG,MG,G,ME
24,12.0,4.0,0.5105261,0.120808765,0.02715009,0.0045589004,0.14478034
25,12.5,4.0,0.50605625,0.12340383,0.028660666,0.0049407277,0.15156725
26,13.0,4.0,0.50160384,0.12593889,0.030194264,0.005343931,0.15840366
27,13.5,4.0,0.49716955,0.12841406,0.031749737,0.0057690684,0.1652883
28,14.0,4.0,0.4927543,0.13082904,0.033325505,0.0062165055,0.17221898
29,14.5,4.0,0.48835883,0.1331843,0.034920644,0.0066861827,0.17919382
30,15.0,4.0,0.48398346,0.13548009,0.03653389,0.0071787033,0.18621176
31,15.5,4.0,0.47962928,0.13771671,0.03816357,0.007693993,0.19327027
32,16.0,4.0,0.4752964,0.13989462,0.03980885,0.0082322825,0.20036799
33,16.5,4.0,0.47098556,0.14201434,0.04146805,0.008793848,0.2075033
34,17.0,4.0,0.46669722,0.14407624,0.04314005,0.009378711,0.21467432
35,17.5,4.0,0.46243167,0.14608124,0.044823524,0.009986976,0.22187924
36,18.0,4.0,0.45818943,0.14802997,0.04651701,0.010618923,0.22911677
37,18.5,4.0,0.45397088,0.14992313,0.048219424,0.011274518,0.23638493
38,19.0,4.0,0.4497765,0.15176156,0.049929317,0.011953844,0.24368227
39,19.5,4.0,0.44560635,0.15354608,0.051645424,0.012657231,0.25100753
40,20.0,4.0,0.441461,0.15527768,0.05336642,0.013384482,0.25835866
41,20.5,4.0,0.43734044,0.15695742,0.055091124,0.0141358245,0.2657346
42,21.0,4.0,0.43324542,0.15858589,0.05681802,0.014911437,0.27313384
43,21.5,4.0,0.42917582,0.16016445,0.058546033,0.015711298,0.28055483
44,22.0,4.0,0.42513213,0.16169383,0.060273807,0.016535604,0.28799644
45,22.5,4.0,0.42111444,0.16317506,0.062000018,0.017384594,0.29545748
46,23.0,4.0,0.41712338,0.16460931,0.063723415,0.018258156,0.302936
47,23.5,4.0,0.4131589,0.16599748,0.065442815,0.01915658,0.31043124
48,24.0,4.0,0.40922135,0.1673405,0.06715681,0.020079976,0.31794184
49,24.5,4.0,0.40531138,0.16863962,0.068864256,0.021028494,0.32546628
50,25.0,4.0,0.40142882,0.16989565,0.07056387,0.02200227,0.3330037
51,25.5,4.0,0.39757422,0.17110956,0.072254345,0.023001352,0.34055263
52,26.0,4.0,0.3937478,0.17228246,0.07393481,0.024025952,0.34811166
53,26.5,4.0,0.38994986,0.17341545,0.07560381,0.025076153,0.35567984
54,27.0,4.0,0.38618073,0.17450912,0.077260196,0.02615214,0.3632558
55,27.5,4.0,0.38244087,0.1755647,0.078902856,0.027254002,0.3708386
56,28.0,4.0,0.3787303,0.17658326,0.08053082,0.028381703,0.37842655
57,28.5,4.0,0.3750494,0.17756557,0.082142994,0.029535377,0.3860187
58,29.0,4.0,0.37139866,0.17851229,0.08373809,0.0307152,0.39361393
59,29.5,4.0,0.36777824,0.17942488,0.08531539,0.031920955,0.40121058
60,30.0,4.0,0.36418813,0.18030363,0.08687374,0.033153005,0.40880814
61,30.5,4.0,0.36062905,0.18114965,0.08841227,0.03441094,0.41640484
62,31.0,4.0,0.35710073,0.18196388,0.089930266,0.03569497,0.42399982
63,31.5,4.0,0.3536039,0.18274695,0.091426715,0.037004963,0.43159175
64,32.0,4.0,0.35013822,0.1834995,0.09290075,0.038340956,0.4391797
65,32.5,4.0,0.34670419,0.18422267,0.09435202,0.039702423,0.44676235
66,33.0,4.0,0.3433018,0.18491682,0.09577945,0.041089714,0.45433867
67,33.5,4.0,0.33993125,0.1855826,0.09718256,0.042502373,0.46190774
68,34.0,4.0,0.33659264,0.1862209,0.098560795,0.04394029,0.4694684
69,34.5,4.0,0.3332858,0.18683223,0.09991351,0.045403183,0.47701955
70,35.0,4.0,0.33001113,0.18741696,0.10124026,0.046890877,0.48456025
71,35.5,4.0,0.3267684,0.1879759,0.10254066,0.0484031,0.4920898
72,36.0,4.0,0.32355765,0.18850967,0.103814304,0.049939364,0.49960685
73,36.5,4.0,0.32037878,0.18901816,0.10506062,0.05149962,0.50711083
74,37.0,4.0,0.31723186,0.1895025,0.10627958,0.05308333,0.5146008
75,37.5,4.0,0.31411675,0.1899626,0.10747081,0.054690205,0.522076
76,38.0,4.0,0.31103337,0.19039913,0.10863407,0.05631976,0.5295355
77,38.5,4.0,0.30798146,0.19081225,0.10976921,0.057971746,0.5369786
78,39.0,4.0,0.30496114,0.19120231,0.110875994,0.05964569,0.54440457
79,39.5,4.0,0.3019721,0.19157,0.111954585,0.061340936,0.5518123
80,40.0,4.0,0.29901415,0.19191508,0.11300452,0.063057385,0.55920184
81,40.5,4.0,0.29608727,0.19223812,0.11402586,0.06479433,0.56657183
82,41.0,4.0,0.29319113,0.19253922,0.11501865,0.066551425,0.57392204
83,41.5,4.0,0.29032576,0.1928187,0.115983084,0.06832812,0.5812514
84,42.0,4.0,0.28749064,0.19307664,0.11691871,0.07012391,0.5885598
85,42.5,4.0,0.2846858,0.19331333,0.117826045,0.07193837,0.5958461
86,43.0,4.0,0.281911,0.19352898,0.1187049,0.07377088,0.60311025
87,43.5,4.0,0.27916604,0.19372374,0.1195555,0.07562076,0.6103511
88,44.0,4.0,0.27645054,0.19389775,0.12037803,0.077487886,0.6175684
89,44.5,4.0,0.2737646,0.19405116,0.121172324,0.079371475,0.62476146
90,45.0,4.0,0.27110773,0.19418423,0.12193912,0.08127097,0.6319299
91,45.5,4.0,0.26847997,0.19429699,0.12267798,0.08318592,0.63907266
92,46.0,4.0,0.26588094,0.19438958,0.12338933,0.08511579,0.6461897
93,46.5,4.0,0.2633105,0.19446236,0.12407367,0.087059796,0.65328014
94,47.0,4.0,0.26076832,0.19451532,0.124730825,0.08901772,0.66034365
95,47.5,4.0,0.2582544,0.19454858,0.12536116,0.090988874,0.66737944
96,48.0,4.0,0.25576854,0.19456246,0.12596501,0.092972666,0.6743871
97,48.5,4.0,0.2533102,0.19455718,0.12654273,0.09496851,0.68136626
98,49.0,4.0,0.25087953,0.19453245,0.12709425,0.09697605,0.6883162
99,49.5,4.0,0.2484763,0.19448894,0.12762012,0.098994546,0.6952365
100,50.0,4.0,0.24610023,0.19442669,0.12812059,0.10102356,0.70212626
101,50.5,4.0,0.24375117,0.19434606,0.12859614,0.10306237,0.70898527
102,51.0,4.0,0.24142879,0.19424698,0.12904683,0.105110526,0.71581316
103,51.5,4.0,0.23913309,0.19412968,0.12947303,0.10716778,0.7226093
104,52.0,4.0,0.2368638,0.19399449,0.12987515,0.109233215,0.7293732
105,52.5,4.0,0.23462093,0.19384164,0.13025345,0.111306444,0.73610413
106,53.0,4.0,0.23240401,0.19367129,0.13060844,0.11338684,0.74280196
107,53.5,4.0,0.230213,0.19348365,0.13094023,0.11547403,0.74946606
108,54.0,4.0,0.2280477,0.19327909,0.13124944,0.117567524,0.7560962
109,54.5,4.0,0.22590777,0.1930578,0.1315363,0.11966665,0.7626916
110,55.0,4.0,0.22379334,0.19282004,0.13180125,0.12177101,0.76925194
111,55.5,4.0,0.22170408,0.19256616,0.13204457,0.12388016,0.77577704
112,56.0,4.0,0.21963993,0.1922963,0.13226674,0.1259934,0.7822658
113,56.5,4.0,0.21760039,0.19201082,0.13246813,0.12811041,0.7887188
114,57.0,4.0,0.21558554,0.19170988,0.13264902,0.13023074,0.7951349
115,57.5,4.0,0.21359514,0.19139393,0.1328099,0.13235399,0.80151427
116,58.0,4.0,0.2116289,0.1910632,0.13295113,0.13447943,0.80785656
117,58.5,4.0,0.2096868,0.19071808,0.1330732,0.13660674,0.81416076
118,59.0,4.0,0.20776871,0.19035861,0.13317628,0.13873564,0.82042706
119,59.5,4.0,0.20587415,0.18998548,0.13326111,0.14086556,0.8266553
120,60.0,4.0,0.20400314,0.18959858,0.13332757,0.14299613,0.83284515
121,60.5,4.0,0.2021555,0.18919864,0.13337664,0.14512685,0.83899593
122,61.0,4.0,0.20033091,0.18878578,0.13340847,0.14725728,0.8451079
123,61.5,4.0,0.19852935,0.18836012,0.13342318,0.14938731,0.85118055
124,62.0,4.0,0.19675043,0.1879225,0.13342166,0.15151626,0.85721374
125,62.5,4.0,0.19499391,0.18747273,0.13340397,0.15364392,0.8632076
126,63.0,4.0,0.19326007,0.18701138,0.13337064,0.15576978,0.86916107
127,63.5,4.0,0.19154826,0.18653862,0.13332191,0.15789354,0.8750749
128,64.0,4.0,0.18985835,0.18605493,0.13325836,0.16001493,0.88094866
129,64.5,4.0,0.18819013,0.18556067,0.13318029,0.16213354,0.8867821
130,65.0,4.0,0.18654346,0.18505599,0.1330881,0.16424903,0.89257526
131,65.5,4.0,0.18491818,0.1845413,0.13298212,0.16636115,0.8983278
132,66.0,4.0,0.18331392,0.18401696,0.13286276,0.16846961,0.9040401
133,66.5,4.0,0.18173063,0.1834831,0.13273026,0.17057413,0.909712
134,67.0,4.0,0.18016809,0.18294027,0.13258524,0.17267424,0.9153429
135,67.5,4.0,0.17862606,0.1823887,0.13242795,0.17476974,0.92093337
136,68.0,4.0,0.17710412,0.18182875,0.13225885,0.17686042,0.9264834
137,68.5,4.0,0.17560229,0.1812605,0.13207804,0.17894605,0.9319929
138,69.0,4.0,0.17412055,0.18068452,0.13188599,0.18102631,0.9374613
139,69.5,4.0,0.1726582,0.18010113,0.13168316,0.18310088,0.94288945
140,70.0,4.0,0.1712153,0.17951056,0.13146995,0.18516956,0.94827694
141,70.5,4.0,0.16979158,0.17891282,0.13124631,0.18723233,0.9536245
142,71.0,4.0,0.16838694,0.17830884,0.1310132,0.18928862,0.95893097
143,71.5,4.0,0.16700113,0.17769818,0.13077028,0.19133854,0.9641974
144,72.0,4.0,0.16563374,0.17708167,0.13051821,0.19338182,0.9694238
145,72.5,4.0,0.16428465,0.17645927,0.13025732,0.19541812,0.97461
146,73.0,4.0,0.16295396,0.17583144,0.12998785,0.1974473,0.9797559
147,73.5,4.0,0.1616409,0.17519851,0.12971024,0.19946925,0.98486245
148,74.0,4.0,0.16034564,0.1745606,0.1294247,0.20148374,0.98992884
149,74.5,4.0,0.1590679,0.17391802,0.12913151,0.20349054,0.9949558
150,75.0,4.0,0.15780729,0.17327107,0.12883104,0.20548962,0.9999434
151,75.5,4.0,0.15656383,0.17261979,0.12852336,0.20748098,1.0048918
152,76.0,4.0,0.15533729,0.17196465,0.12820898,0.2094641,1.0098007
153,76.5,4.0,0.15412727,0.17130592,0.1278881,0.21143909,1.014671
154,77.0,4.0,0.15293372,0.17064397,0.12756105,0.21340568,1.0195026
155,77.5,4.0,0.15175626,0.1699786,0.127228,0.21536395,1.0242959
156,78.0,4.0,0.1505948,0.16931045,0.1268894,0.21731359,1.0290505
157,78.5,4.0,0.14944932,0.1686396,0.12654518,0.21925446,1.0337669
158,79.0,4.0,0.14831936,0.1679662,0.1261959,0.22118664,1.0384454
159,79.5,4.0,0.14720473,0.16729043,0.1258416,0.22310998,1.0430862
160,80.0,4.0,0.14610523,0.16661282,0.12548281,0.22502422,1.0476898
161,80.5,4.0,0.14502074,0.16593333,0.12511943,0.2269294,1.0522557
162,81.0,4.0,0.14395098,0.1652522,0.12475185,0.22882558,1.0567851
163,81.5,4.0,0.14289579,0.16456968,0.124380246,0.23071226,1.0612773
164,82.0,4.0,0.14185502,0.16388603,0.124004975,0.23258978,1.0657332
165,82.5,4.0,0.14082831,0.1632013,0.12362613,0.23445788,1.0701525
166,83.0,4.0,0.13981573,0.16251563,0.12324394,0.2363165,1.0745358
167,83.5,4.0,0.13881682,0.16182934,0.12285854,0.23816565,1.0788834
168,84.0,4.0,0.13783132,0.16114269,0.122470245,0.2400052,1.0831958
169,84.5,4.0,0.13685957,0.1604557,0.12207924,0.24183509,1.0874722
170,85.0,4.0,0.13590077,0.15976836,0.12168546,0.24365547,1.091714
171,85.5,4.0,0.13495506,0.15908113,0.12128942,0.245466,1.0959209
172,86.0,4.0,0.1340222,0.15839426,0.1208915,0.24726662,1.100093
173,86.5,4.0,0.13310194,0.1577078,0.12049146,0.24905756,1.104231
174,87.0,4.0,0.13219434,0.1570216,0.12008937,0.2508387,1.1083349
175,87.5,4.0,0.13129884,0.15633635,0.11968587,0.2526098,1.1124051
176,88.0,4.0,0.13041556,0.15565167,0.11928065,0.2543712,1.1164417
177,88.5,4.0,0.12954415,0.15496786,0.11887427,0.25612262,1.120445
178,89.0,4.0,0.1286845,0.15428525,0.1184666,0.25786403,1.1244154
179,89.5,4.0,0.12783645,0.15360388,0.11805804,0.2595956,1.1283531
180,90.0,4.0,0.1269998,0.15292388,0.11764856,0.26131698,1.1322584
181,90.5,4.0,0.1261745,0.15224525,0.11723839,0.26302847,1.1361316
182,91.0,4.0,0.1253601,0.1515682,0.11682759,0.26473,1.1399728
183,91.5,4.0,0.12455691,0.15089285,0.11641617,0.26642147,1.1437821
184,92.0,4.0,0.123764254,0.1502195,0.11600463,0.26810277,1.1475601
185,92.5,4.0,0.12298239,0.14954785,0.11559288,0.2697743,1.1513072
186,93.0,4.0,0.12221082,0.1488784,0.115181044,0.2714356,1.1550231
187,93.5,4.0,0.12144958,0.148211,0.114769205,0.27308694,1.1587087
188,94.0,4.0,0.120698534,0.14754581,0.11435749,0.2747283,1.1623636
189,94.5,4.0,0.11995747,0.14688307,0.113946185,0.27635953,1.1659886
190,95.0,4.0,0.119226195,0.14622262,0.11353512,0.27798083,1.1695837
191,95.5,4.0,0.11850459,0.14556491,0.11312477,0.27959195,1.1731492
192,96.0,4.0,0.117792554,0.14490959,0.11271475,0.28119338,1.1766855
193,96.5,4.0,0.117090024,0.14425704,0.112305626,0.28278455,1.1801924
194,97.0,4.0,0.11639657,0.14360732,0.111897305,0.28436583,1.1836711
195,97.5,4.0,0.11571228,0.14296037,0.111490056,0.28593716,1.1871204
196,98.0,4.0,0.115037106,0.14231625,0.11108334,0.28749853,1.190542
197,98.5,4.0,0.11437064,0.14167541,0.110678,0.28905004,1.1939355
198,99.0,4.0,0.11371293,0.1410374,0.11027394,0.29059148,1.1973007
199,99.5,4.0,0.113063954,0.14040256,0.10987075,0.29212317,1.2006385
200,100.0,4.0,0.11242323,0.1397708,0.10946898,0.29364502,1.2039491
201,100.5,4.0,0.11179096,0.13914242,0.10906865,0.29515705,1.2072327
202,101.0,4.0,0.11116687,0.13851729,0.10866968,0.29665926,1.2104892
203,101.5,4.0,0.11055077,0.13789552,0.10827239,0.2981517,1.2137192
204,102.0,4.0,0.10994267,0.13727733,0.10787676,0.2996343,1.216923
205,102.5,4.0,0.109342374,0.1366624,0.107482746,0.3011072,1.2201005
206,103.0,4.0,0.108749725,0.13605103,0.1070904,0.30257046,1.223252
207,103.5,4.0,0.108164944,0.13544324,0.10669981,0.30402404,1.2263776
208,104.0,4.0,0.10758733,0.1348392,0.1063111,0.30546793,1.2294785
209,104.5,4.0,0.1070173,0.13423839,0.105924204,0.30690253,1.2325536
210,105.0,4.0,0.106454305,0.13364166,0.10553934,0.3083273,1.235604
211,105.5,4.0,0.10589867,0.13304842,0.105156496,0.3097426,1.2386295
212,106.0,4.0,0.10534995,0.13245878,0.10477547,0.31114855,1.2416307
213,106.5,4.0,0.10480829,0.13187319,0.104396775,0.3125448,1.244607
214,107.0,4.0,0.10427328,0.1312913,0.104020104,0.31393185,1.2475597
215,107.5,4.0,0.103745185,0.13071325,0.10364564,0.31530938,1.2504882
216,108.0,4.0,0.103223495,0.13013902,0.10327335,0.31667778,1.2533933
217,108.5,4.0,0.10270842,0.12956855,0.10290335,0.31803676,1.2562748
218,109.0,4.0,0.10219971,0.12900221,0.10253568,0.31938645,1.2591332
219,109.5,4.0,0.10169744,0.12843966,0.102170184,0.32072714,1.2619684
220,110.0,4.0,0.10120141,0.12788117,0.1018071,0.3220584,1.2647805
221,110.5,4.0,0.10071125,0.1273264,0.101446345,0.3233808,1.2675709
222,111.0,4.0,0.10022744,0.1267756,0.101088,0.324694,1.270338
223,111.5,4.0,0.09974942,0.12622914,0.10073222,0.32599804,1.2730833
224,112.0,4.0,0.099277146,0.12568617,0.10037874,0.32729346,1.2758069
225,112.5,4.0,0.09881083,0.12514728,0.100027665,0.32857957,1.278508
226,113.0,4.0,0.09835016,0.12461269,0.09967922,0.32985696,1.2811879
227,113.5,4.0,0.09789503,0.12408191,0.09933312,0.33112562,1.2838463
228,114.0,4.0,0.09744548,0.123554915,0.09898959,0.33238533,1.2864836
229,114.5,4.0,0.09700119,0.12303218,0.09864859,0.33363637,1.2890998
230,115.0,4.0,0.09656247,0.12251338,0.09831016,0.3348787,1.2916952
231,115.5,4.0,0.09612892,0.12199858,0.097974434,0.33611235,1.2942694
232,116.0,4.0,0.095700376,0.121488005,0.097641125,0.3373374,1.2968243
233,116.5,4.0,0.0952773,0.12098104,0.09731026,0.338554,1.2993581
234,117.0,4.0,0.09485888,0.12047839,0.096982375,0.339762,1.3018723
235,117.5,4.0,0.09444555,0.11997968,0.096656725,0.3409615,1.3043666
236,118.0,4.0,0.09403721,0.11948472,0.09633382,0.34215263,1.3068402
237,118.5,4.0,0.093633555,0.11899403,0.09601362,0.34333542,1.3092954
238,119.0,4.0,0.09323471,0.11850715,0.09569572,0.34451008,1.3117309
239,119.5,4.0,0.092840455,0.11802432,0.09538068,0.3456762,1.3141471
240,120.0,4.0,0.092450924,0.11754516,0.09506802,0.3468343,1.3165443
241,120.5,4.0,0.09206579,0.11707026,0.09475823,0.34798422,1.3189226
242,121.0,4.0,0.091685064,0.1165992,0.094450876,0.349126,1.3212824
243,121.5,4.0,0.09130887,0.11613199,0.09414606,0.35025987,1.3236235
244,122.0,4.0,0.09093688,0.11566877,0.09384416,0.3513856,1.3259465
245,122.5,4.0,0.090569206,0.11520928,0.09354453,0.35250345,1.3282511
246,123.0,4.0,0.090205796,0.11475366,0.09324758,0.35361344,1.3305379
247,123.5,4.0,0.08984641,0.11430201,0.09295334,0.35471556,1.3328072
248,124.0,4.0,0.08949102,0.11385411,0.092661485,0.35581002,1.3350583
249,124.5,4.0,0.089139976,0.11340991,0.09237231,0.35689655,1.3372916
250,125.0,4.0,0.08879257,0.11296964,0.092085704,0.3579754,1.3395079
251,125.5,4.0,0.08844904,0.112533,0.09180151,0.35904685,1.3417075
252,126.0,4.0,0.08810944,0.11210027,0.09151997,0.3601106,1.3438896
253,126.5,4.0,0.08777384,0.1116713,0.09124096,0.36116678,1.3460546
254,127.0,4.0,0.08744166,0.11124575,0.09096427,0.3622156,1.3482035
255,127.5,4.0,0.08711324,0.11082411,0.09069033,0.36325693,1.3503352
256,128.0,4.0,0.08678842,0.1104061,0.09041877,0.36429095,1.3524512
257,128.5,4.0,0.086467035,0.10999167,0.090149865,0.36531755,1.3545502
258,129.0,4.0,0.08614916,0.109580964,0.08988334,0.36633703,1.3566335
259,129.5,4.0,0.0858349,0.109173745,0.089619175,0.36734924,1.3587004
260,130.0,4.0,0.08552421,0.10877007,0.08935748,0.36835417,1.3607516
261,130.5,4.0,0.0852165,0.10836968,0.08909808,0.3693523,1.3627872
262,131.0,4.0,0.08491228,0.10797319,0.088841304,0.37034318,1.3648076
263,131.5,4.0,0.08461139,0.10757992,0.088586584,0.3713272,1.3668121
264,132.0,4.0,0.08431352,0.1071901,0.088334545,0.37230414,1.3688015
265,132.5,4.0,0.084018864,0.106803894,0.08808471,0.37327424,1.3707756
266,133.0,4.0,0.08372746,0.106420875,0.087837175,0.37423757,1.3727348
267,133.5,4.0,0.08343897,0.10604152,0.0875922,0.3751938,1.3746792
268,134.0,4.0,0.083153464,0.10566524,0.08734916,0.37614366,1.3766092
269,134.5,4.0,0.08287103,0.1052922,0.08710857,0.37708673,1.378524
270,135.0,4.0,0.08259142,0.10492268,0.08687021,0.37802315,1.3804245
271,135.5,4.0,0.08231474,0.10455632,0.086634085,0.378953,1.3823112
272,136.0,4.0,0.082041,0.10419321,0.086400226,0.3798763,1.384183
273,136.5,4.0,0.08177007,0.1038332,0.08616845,0.3807931,1.3860408
274,137.0,4.0,0.08150179,0.103476435,0.085939005,0.3817034,1.3878852
275,137.5,4.0,0.08123625,0.10312277,0.08571155,0.38260752,1.3897154
276,138.0,4.0,0.080973424,0.102772266,0.0854864,0.38350514,1.391532
277,138.5,4.0,0.08071316,0.10242486,0.08526336,0.38439646,1.3933351
278,139.0,4.0,0.08045561,0.102080375,0.08504231,0.38528156,1.3951248
279,139.5,4.0,0.08020071,0.10173887,0.084823325,0.3861606,1.3969005
280,140.0,4.0,0.079948105,0.101400614,0.084606335,0.3870335,1.3986639
281,140.5,4.0,0.079698004,0.10106507,0.08439158,0.38790023,1.4004143
282,141.0,4.0,0.079450496,0.100732535,0.08417858,0.38876095,1.4021512
283,141.5,4.0,0.07920528,0.10040277,0.08396776,0.38961557,1.4038749
284,142.0,4.0,0.07896248,0.10007608,0.08375879,0.39046434,1.4055866
285,142.5,4.0,0.07872207,0.09975216,0.08355181,0.3913072,1.4072852
286,143.0,4.0,0.07848386,0.09943107,0.0833468,0.3921442,1.4089717
287,143.5,4.0,0.07824827,0.09911266,0.08314346,0.39297542,1.4106454
288,144.0,4.0,0.07801441,0.09879711,0.0829422,0.39380088,1.4123071
289,144.5,4.0,0.077783085,0.0984841,0.082742766,0.3946207,1.4139566
290,145.0,4.0,0.077553846,0.098174006,0.082545206,0.39543468,1.415594
291,145.5,4.0,0.07732675,0.097866416,0.082349375,0.39624307,1.4172193
292,146.0,4.0,0.077101804,0.09756151,0.08215527,0.397046,1.418833
293,146.5,4.0,0.076878764,0.09725922,0.08196302,0.3978434,1.4204351
294,147.0,4.0,0.07665793,0.0969595,0.08177246,0.39863533,1.4220253
295,147.5,4.0,0.07643891,0.0966624,0.08158375,0.39942166,1.4236041
296,148.0,4.0,0.07622225,0.09636763,0.081396654,0.40020266,1.4251711
297,148.5,4.0,0.076007135,0.096075535,0.08121149,0.40097824,1.426727
298,149.0,4.0,0.0757942,0.09578583,0.08102761,0.40174866,1.4282719
299,149.5,4.0,0.07558305,0.0954985,0.08084564,0.4025137,1.4298054
300,150.0,4.0,0.075373836,0.09521356,0.08066507,0.40327352,1.4313279
301,150.5,4.0,0.07516647,0.094931126,0.080486104,0.4040282,1.4328399
302,151.0,4.0,0.074960835,0.094650924,0.08030881,0.40477774,1.4343407
303,151.5,4.0,0.07475702,0.09437296,0.08013295,0.4055222,1.4358307
304,152.0,4.0,0.0745549,0.094097465,0.07995884,0.40626153,1.4373101
305,152.5,4.0,0.074354656,0.093824,0.07978614,0.4069959,1.4387792
306,153.0,4.0,0.074155875,0.09355295,0.07961483,0.40772527,1.4402378
307,153.5,4.0,0.07395897,0.09328407,0.07944514,0.40844974,1.4416857
308,154.0,4.0,0.073763706,0.0930174,0.079276696,0.40916926,1.4431237
309,154.5,4.0,0.07357011,0.09275296,0.07910989,0.40988383,1.4445512
310,155.0,4.0,0.073377915,0.092490494,0.07894437,0.41059366,1.4459687
311,155.5,4.0,0.07318739,0.09223008,0.07878022,0.4112988,1.4473764
312,156.0,4.0,0.07299844,0.091971815,0.07861768,0.41199902,1.4487742
313,156.5,4.0,0.072810985,0.091715485,0.07845627,0.41269475,1.4501618
314,157.0,4.0,0.07262502,0.09146154,0.0782962,0.41338557,1.4515404
315,157.5,4.0,0.07244054,0.09120938,0.07813768,0.41407183,1.4529086
316,158.0,4.0,0.072257556,0.09095907,0.07797997,0.4147536,1.4542676
317,158.5,4.0,0.07207591,0.09071097,0.0778241,0.4154307,1.4556171
318,159.0,4.0,0.071895845,0.09046447,0.07766898,0.4161034,1.4569571
319,159.5,4.0,0.07171709,0.090220094,0.07751532,0.41677156,1.4582877
320,160.0,4.0,0.07153965,0.08997756,0.07736288,0.41743514,1.4596093
321,160.5,4.0,0.071363516,0.08973694,0.07721157,0.41809437,1.4609214
322,161.0,4.0,0.071188696,0.08949819,0.07706179,0.41874924,1.4622246
323,161.5,4.0,0.071015455,0.089260936,0.076912716,0.41939983,1.4635189
324,162.0,4.0,0.07084323,0.089025706,0.07676475,0.42004594,1.4648044
325,162.5,4.0,0.07067219,0.088792056,0.07661824,0.420688,1.4660808
326,163.0,4.0,0.07050253,0.08856046,0.076472774,0.4213257,1.4673488
327,163.5,4.0,0.0703342,0.08833054,0.07632853,0.421959,1.4686073
328,164.0,4.0,0.070166685,0.08810216,0.07618509,0.42258832,1.469858
329,164.5,4.0,0.070000775,0.08787522,0.07604267,0.42321354,1.4711
330,165.0,4.0,0.06983585,0.08765048,0.0759017,0.4238344,1.4723333
331,165.5,4.0,0.069672056,0.08742696,0.07576124,0.42445144,1.4735583
332,166.0,4.0,0.06950951,0.08720505,0.07562204,0.42506436,1.4747748
333,166.5,4.0,0.06934781,0.08698493,0.07548408,0.4256731,1.4759834
334,167.0,4.0,0.06918732,0.08676642,0.07534678,0.42627788,1.4771835
335,167.5,4.0,0.06902797,0.08654934,0.07521056,0.42687884,1.4783759
336,168.0,4.0,0.06886969,0.08633366,0.075075254,0.42747575,1.4795599
337,168.5,4.0,0.06871224,0.08611977,0.074941024,0.42806885,1.4807359
338,169.0,4.0,0.06855596,0.0859071,0.07480742,0.42865798,1.4819041
339,169.5,4.0,0.06840078,0.08569601,0.07467495,0.4292433,1.4830643
340,170.0,4.0,0.06824661,0.08548632,0.07454328,0.42982477,1.4842166
341,170.5,4.0,0.06809307,0.08527821,0.07441251,0.4304025,1.4853615
342,171.0,4.0,0.06794057,0.08507168,0.07428278,0.43097642,1.4864991
343,171.5,4.0,0.067789294,0.084866256,0.074153766,0.43154666,1.4876285
344,172.0,4.0,0.067638524,0.08466217,0.074025616,0.43211308,1.4887507
345,172.5,4.0,0.067489006,0.084459454,0.07389821,0.43267605,1.4898657
346,173.0,4.0,0.0673402,0.08425823,0.0737717,0.43323526,1.4909723
347,173.5,4.0,0.0671925,0.084058344,0.073645785,0.4337907,1.4920721
348,174.0,4.0,0.06704537,0.08385968,0.073520824,0.43434265,1.4931649
