,t,Q,T
3606,0.0,4.0,33.623997
3607,0.5,4.0,33.65222
3608,1.0,4.0,33.680664
3609,1.5,4.0,33.709206
3610,2.0,4.0,33.737724
3611,2.5,4.0,33.76613
3612,3.0,4.0,33.794353
3613,3.5,4.0,33.822334
3614,4.0,4.0,33.850044
3615,4.5,4.0,33.87745
3616,5.0,4.0,33.90455
3617,5.5,4.0,33.931343
3618,6.0,4.0,33.957832
3619,6.5,4.0,33.984043
3620,7.0,4.0,34.009987
3621,7.5,4.0,34.03569
3622,8.0,4.0,34.06118
3623,8.5,4.0,34.08648
3624,9.0,4.0,34.111603
3625,9.5,4.0,34.13658
3626,10.0,4.0,34.161427
3627,10.5,4.0,34.18616
3628,11.0,4.0,34.2108
3629,11.5,4.0,34.23536
3630,12.0,4.0,34.259842
3631,12.5,4.0,34.284252
3632,13.0,4.0,34.3086
3633,13.5,4.0,34.332893
3634,14.0,4.0,34.357136
3635,14.5,4.0,34.381317
3636,15.0,4.0,34.405445
3637,15.5,4.0,34.42952
3638,16.0,4.0,34.453537
3639,16.5,4.0,34.4775
3640,17.0,4.0,34.50141
3641,17.5,4.0,34.525257
3642,18.0,4.0,34.549057
3643,18.5,4.0,34.572792
3644,19.0,4.0,34.59648
3645,19.5,4.0,34.620117
3646,20.0,4.0,34.643707
3647,20.5,4.0,34.66725
3648,21.0,4.0,34.690758
3649,21.5,4.0,34.714226
3650,22.0,4.0,34.737667
3651,22.5,4.0,34.761086
3652,23.0,4.0,34.78448
3653,23.5,4.0,34.807858
3654,24.0,4.0,34.831238
3655,24.5,4.0,34.854603
3656,25.0,4.0,34.87798
3657,25.5,4.0,34.901367
3658,26.0,4.0,34.92477
3659,26.5,4.0,34.94819
3660,27.0,4.0,34.97163
3661,27.5,4.0,34.99511
3662,28.0,4.0,35.018623
3663,28.5,4.0,35.04217
3664,29.0,4.0,35.06576
3665,29.5,4.0,35.0894
3666,30.0,4.0,35.11309
3667,30.5,4.0,35.13684
3668,31.0,4.0,35.16064
3669,31.5,4.0,35.1845
3670,32.0,4.0,35.208427
3671,32.5,4.0,35.23242
3672,33.0,4.0,35.256493
3673,33.5,4.0,35.28063
3674,34.0,4.0,35.304844
3675,34.5,4.0,35.329147
3676,35.0,4.0,35.353527
3677,35.5,4.0,35.378
3678,36.0,4.0,35.402565
3679,36.5,4.0,35.427223
3680,37.0,4.0,35.451977
3681,37.5,4.0,35.476837
3682,38.0,4.0,35.501797
3683,38.5,4.0,35.526867
3684,39.0,4.0,35.552048
3685,39.5,4.0,35.577343
3686,40.0,4.0,35.602764
3687,40.5,4.0,35.628292
3688,41.0,4.0,35.653957
3689,41.5,4.0,35.679733
3690,42.0,4.0,35.705647
3691,42.5,4.0,35.73168
3692,43.0,4.0,35.75785
3693,43.5,4.0,35.78415
3694,44.0,4.0,35.810585
3695,44.5,4.0,35.83715
3696,45.0,4.0,35.86385
3697,45.5,4.0,35.89068
3698,46.0,4.0,35.91765
3699,46.5,4.0,35.944733
3700,47.0,4.0,35.971962
3701,47.5,4.0,35.99932
3702,48.0,4.0,36.026802
3703,48.5,4.0,36.054413
3704,49.0,4.0,36.08215
3705,49.5,4.0,36.110004
3706,50.0,4.0,36.137985
3707,50.5,4.0,36.166073
3708,51.0,4.0,36.19428
3709,51.5,4.0,36.222595
3710,52.0,4.0,36.25103
3711,52.5,4.0,36.279556
3712,53.0,4.0,36.30819
3713,53.5,4.0,36.336914
3714,54.0,4.0,36.365738
3715,54.5,4.0,36.394646
3716,55.0,4.0,36.423645
3717,55.5,4.0,36.45273
3718,56.0,4.0,36.481888
3719,56.5,4.0,36.511124
3720,57.0,4.0,36.540424
3721,57.5,4.0,36.569798
3722,58.0,4.0,36.599236
3723,58.5,4.0,36.62873
3724,59.0,4.0,36.658283
3725,59.5,4.0,36.68789
3726,60.0,4.0,36.717545
3727,60.5,4.0,36.747242
3728,61.0,4.0,36.776985
3729,61.5,4.0,36.806763
3730,62.0,4.0,36.836582
3731,62.5,4.0,36.866432
3732,63.0,4.0,36.8963
3733,63.5,4.0,36.926212
3734,64.0,4.0,36.95614
3735,64.5,4.0,36.986084
3736,65.0,4.0,37.016052
3737,65.5,4.0,37.046036
3738,66.0,4.0,37.076035
3739,66.5,4.0,37.10604
3740,67.0,4.0,37.13605
3741,67.5,4.0,37.166077
3742,68.0,4.0,37.196102
3743,68.5,4.0,37.226128
3744,69.0,4.0,37.25616
3745,69.5,4.0,37.28619
3746,70.0,4.0,37.316216
3747,70.5,4.0,37.34624
3748,71.0,4.0,37.37626
3749,71.5,4.0,37.406265
3750,72.0,4.0,37.43627
3751,72.5,4.0,37.46627
3752,73.0,4.0,37.496254
3753,73.5,4.0,37.526226
3754,74.0,4.0,37.55619
3755,74.5,4.0,37.586143
3756,75.0,4.0,37.616074
3757,75.5,4.0,37.645996
3758,76.0,4.0,37.675903
3759,76.5,4.0,37.7058
3760,77.0,4.0,37.735676
3761,77.5,4.0,37.76554
3762,78.0,4.0,37.79538
3763,78.5,4.0,37.825207
3764,79.0,4.0,37.85502
3765,79.5,4.0,37.88481
3766,80.0,4.0,37.91459
3767,80.5,4.0,37.94435
3768,81.0,4.0,37.97409
3769,81.5,4.0,38.00382
3770,82.0,4.0,38.03353
3771,82.5,4.0,38.063217
3772,83.0,4.0,38.092896
3773,83.5,4.0,38.12255
3774,84.0,4.0,38.15219
3775,84.5,4.0,38.181816
3776,85.0,4.0,38.21142
3777,85.5,4.0,38.241013
3778,86.0,4.0,38.270588
3779,86.5,4.0,38.30015
3780,87.0,4.0,38.32969
3781,87.5,4.0,38.359222
3782,88.0,4.0,38.388733
3783,88.5,4.0,38.418236
3784,89.0,4.0,38.44772
3785,89.5,4.0,38.477196
3786,90.0,4.0,38.506653
3787,90.5,4.0,38.5361
3788,91.0,4.0,38.565533
3789,91.5,4.0,38.594948
3790,92.0,4.0,38.624363
3791,92.5,4.0,38.653763
3792,93.0,4.0,38.683144
3793,93.5,4.0,38.712517
3794,94.0,4.0,38.741882
3795,94.5,4.0,38.77124
3796,95.0,4.0,38.800583
3797,95.5,4.0,38.829918
3798,96.0,4.0,38.859245
3799,96.5,4.0,38.88856
3800,97.0,4.0,38.917877
3801,97.5,4.0,38.94718
3802,98.0,4.0,38.976475
3803,98.5,4.0,39.00576
3804,99.0,4.0,39.035046
3805,99.5,4.0,39.064312
3806,100.0,4.0,39.093582
3807,100.5,4.0,39.12285
3808,101.0,4.0,39.152107
3809,101.5,4.0,39.18136
3810,102.0,4.0,39.21061
3811,102.5,4.0,39.239857
3812,103.0,4.0,39.26909
3813,103.5,4.0,39.298325
3814,104.0,4.0,39.32756
3815,104.5,4.0,39.356785
3816,105.0,4.0,39.38601
3817,105.5,4.0,39.415234
3818,106.0,4.0,39.444454
3819,106.5,4.0,39.473663
3820,107.0,4.0,39.502884
3821,107.5,4.0,39.532097
3822,108.0,4.0,39.561306
3823,108.5,4.0,39.590515
3824,109.0,4.0,39.619724
3825,109.5,4.0,39.64893
3826,110.0,4.0,39.678135
3827,110.5,4.0,39.70734
3828,111.0,4.0,39.73654
3829,111.5,4.0,39.765747
3830,112.0,4.0,39.794952
3831,112.5,4.0,39.82415
3832,113.0,4.0,39.85335
3833,113.5,4.0,39.882557
3834,114.0,4.0,39.91176
3835,114.5,4.0,39.940964
3836,115.0,4.0,39.97016
3837,115.5,4.0,39.999367
3838,116.0,4.0,40.028572
3839,116.5,4.0,40.05777
3840,117.0,4.0,40.086975
3841,117.5,4.0,40.11618
3842,118.0,4.0,40.145386
3843,118.5,4.0,40.17459
3844,119.0,4.0,40.2038
3845,119.5,4.0,40.233006
3846,120.0,4.0,40.262215
3847,120.5,4.0,40.29142
3848,121.0,4.0,40.320633
3849,121.5,4.0,40.34984
3850,122.0,4.0,40.379055
3851,122.5,4.0,40.408264
3852,123.0,4.0,40.437485
3853,123.5,4.0,40.46669
3854,124.0,4.0,40.49591
3855,124.5,4.0,40.52513
3856,125.0,4.0,40.55434
3857,125.5,4.0,40.583557
3858,126.0,4.0,40.612778
3859,126.5,4.0,40.642
3860,127.0,4.0,40.671215
3861,127.5,4.0,40.70044
3862,128.0,4.0,40.72966
3863,128.5,4.0,40.75889
3864,129.0,4.0,40.788105
3865,129.5,4.0,40.817326
3866,130.0,4.0,40.84655
3867,130.5,4.0,40.87578
3868,131.0,4.0,40.905
3869,131.5,4.0,40.934227
3870,132.0,4.0,40.96345
3871,132.5,4.0,40.992676
3872,133.0,4.0,41.021904
3873,133.5,4.0,41.051132
3874,134.0,4.0,41.080353
3875,134.5,4.0,41.109585
3876,135.0,4.0,41.138805
3877,135.5,4.0,41.168034
3878,136.0,4.0,41.197266
3879,136.5,4.0,41.22649
3880,137.0,4.0,41.25571
3881,137.5,4.0,41.284935
3882,138.0,4.0,41.31416
3883,138.5,4.0,41.343388
3884,139.0,4.0,41.372604
3885,139.5,4.0,41.401833
3886,140.0,4.0,41.43105
