,t,TG,TG_error,DG,DG_error,MG,MG_error
0,0.0,0.6191142,0.0,0.04000494,0.0,0.000394678,0.0
1,60.0,0.2194119,0.06868575030787999,0.202311,0.06498361868084715,0.13958265,0.0289420086988929
2,120.0,0.08911999,0.02563455186444305,0.10273996,0.024772733704107625,0.087139964,0.02179898433198326
3,240.0,0.05931907,0.010524300881922823,0.06953882,0.008871020953785067,0.06503679,0.010888218084741344
4,360.0,0.05095997,0.015314061793407262,0.064592645,0.02368507317210957,0.057265386,0.017227552380115405
5,600.0,0.020735221,0.0016579057255547737,0.024209268,0.002239090613312296,0.02112835,0.0062059742926268225
