,t,Q,T
2073,315.0,5.0,59.0
2075,316.0,5.0,59.0
2077,317.0,5.0,59.0
2079,318.0,5.0,59.0
2081,319.0,5.0,59.0
2083,320.0,5.0,59.0
2085,321.0,5.0,60.0
2087,322.0,5.0,60.0
2089,323.0,5.0,60.0
2091,324.0,5.0,60.0
2093,325.0,5.0,59.0
2095,326.0,5.0,59.0
2097,327.0,5.0,60.0
2099,328.0,5.0,60.0
2101,329.0,5.0,60.0
2103,330.0,5.0,60.0
2105,331.0,5.0,60.0
2107,332.0,5.0,60.0
2109,333.0,5.0,60.0
2111,334.0,5.0,61.0
2113,335.0,5.0,60.0
2115,336.0,5.0,60.0
2117,337.0,5.0,60.0
2119,338.0,5.0,60.0
2121,339.0,5.0,60.0
2123,340.0,5.0,61.0
2125,341.0,5.0,61.0
2127,342.0,5.0,61.0
2129,343.0,5.0,61.0
2131,344.0,5.0,61.0
2133,345.0,5.0,61.0
2135,346.0,5.0,61.0
2137,347.0,5.0,61.0
2139,348.0,5.0,61.0
2141,349.0,5.0,62.0
2143,350.0,5.0,61.0
2145,351.0,5.0,61.0
2147,352.0,5.0,61.0
2149,353.0,5.0,61.0
2151,354.0,5.0,61.0
2153,355.0,5.0,61.0
2155,356.0,5.0,61.0
2157,357.0,5.0,61.0
2159,358.0,5.0,61.0
2161,359.0,5.0,61.0
2163,360.0,5.0,62.0
2164,0.0,5.0,34.0
2166,1.0,5.0,34.0
2168,2.0,5.0,35.0
2170,3.0,5.0,34.0
2172,4.0,5.0,35.0
2174,5.0,5.0,35.0
2176,6.0,5.0,35.0
2178,7.0,5.0,34.0
2180,8.0,5.0,35.0
2182,9.0,5.0,35.0
2184,10.0,5.0,35.0
2186,11.0,5.0,35.0
2188,12.0,5.0,35.0
2190,13.0,5.0,35.0
2192,14.0,5.0,34.0
2194,15.0,5.0,35.0
2196,16.0,5.0,35.0
2198,17.0,5.0,35.0
2200,18.0,5.0,35.0
2202,19.0,5.0,35.0
2204,20.0,5.0,35.0
2206,21.0,5.0,36.0
2208,22.0,5.0,36.0
2210,23.0,5.0,36.0
2212,24.0,5.0,36.0
2214,25.0,5.0,36.0
2216,26.0,5.0,35.0
2218,27.0,5.0,36.0
2220,28.0,5.0,36.0
2222,29.0,5.0,36.0
2224,30.0,5.0,36.0
2226,31.0,5.0,36.0
2228,32.0,5.0,36.0
2230,33.0,5.0,37.0
2232,34.0,5.0,36.0
2234,35.0,5.0,37.0
2236,36.0,5.0,36.0
2238,37.0,5.0,37.0
2240,38.0,5.0,37.0
2242,39.0,5.0,37.0
2244,40.0,5.0,37.0
2246,41.0,5.0,37.0
2248,42.0,5.0,37.0
2250,43.0,5.0,37.0
2252,44.0,5.0,38.0
2254,45.0,5.0,37.0
2256,46.0,5.0,37.0
2258,47.0,5.0,38.0
2260,48.0,5.0,38.0
2262,49.0,5.0,38.0
2264,50.0,5.0,38.0
2266,51.0,5.0,38.0
2268,52.0,5.0,38.0
2270,53.0,5.0,38.0
2272,54.0,5.0,39.0
2274,55.0,5.0,39.0
2276,56.0,5.0,38.0
2278,57.0,5.0,39.0
2280,58.0,5.0,39.0
2282,59.0,5.0,39.0
2284,60.0,5.0,39.0
2286,61.0,5.0,39.0
2288,62.0,5.0,39.0
2290,63.0,5.0,39.0
2292,64.0,5.0,39.0
2294,65.0,5.0,39.0
2296,66.0,5.0,40.0
2298,67.0,5.0,40.0
2300,68.0,5.0,40.0
2302,69.0,5.0,40.0
2304,70.0,5.0,40.0
2306,71.0,5.0,40.0
2308,72.0,5.0,40.0
2310,73.0,5.0,40.0
2312,74.0,5.0,40.0
2314,75.0,5.0,41.0
2316,76.0,5.0,40.0
2318,77.0,5.0,41.0
2320,78.0,5.0,40.0
2322,79.0,5.0,41.0
2324,80.0,5.0,41.0
2326,81.0,5.0,41.0
2328,82.0,5.0,41.0
2330,83.0,5.0,41.0
2332,84.0,5.0,41.0
2334,85.0,5.0,41.0
2336,86.0,5.0,41.0
2338,87.0,5.0,41.0
2340,88.0,5.0,41.0
2342,89.0,5.0,42.0
2344,90.0,5.0,42.0
2346,91.0,5.0,42.0
2348,92.0,5.0,42.0
2350,93.0,5.0,42.0
2352,94.0,5.0,42.0
2354,95.0,5.0,43.0
2356,96.0,5.0,42.0
2358,97.0,5.0,42.0
2360,98.0,5.0,42.0
2362,99.0,5.0,43.0
2364,100.0,5.0,43.0
2366,101.0,5.0,43.0
2368,102.0,5.0,43.0
2370,103.0,5.0,43.0
2372,104.0,5.0,43.0
2374,105.0,5.0,43.0
2376,106.0,5.0,43.0
2378,107.0,5.0,43.0
2380,108.0,5.0,44.0
2382,109.0,5.0,44.0
2384,110.0,5.0,44.0
2386,111.0,5.0,44.0
2388,112.0,5.0,44.0
2390,113.0,5.0,44.0
2392,114.0,5.0,44.0
2394,115.0,5.0,44.0
2396,116.0,5.0,44.0
2398,117.0,5.0,44.0
2400,118.0,5.0,44.0
2402,119.0,5.0,44.0
2404,120.0,5.0,44.0
2406,121.0,5.0,45.0
2408,122.0,5.0,45.0
2410,123.0,5.0,44.0
2412,124.0,5.0,45.0
2414,125.0,5.0,46.0
2416,126.0,5.0,45.0
2418,127.0,5.0,45.0
2420,128.0,5.0,45.0
2422,129.0,5.0,45.0
2424,130.0,5.0,46.0
2426,131.0,5.0,45.0
2428,132.0,5.0,46.0
2430,133.0,5.0,46.0
2432,134.0,5.0,46.0
2434,135.0,5.0,46.0
2436,136.0,5.0,46.0
2438,137.0,5.0,46.0
2440,138.0,5.0,46.0
2442,139.0,5.0,47.0
2444,140.0,5.0,47.0
2446,141.0,5.0,46.0
2448,142.0,5.0,47.0
2450,143.0,5.0,47.0
2452,144.0,5.0,47.0
2454,145.0,5.0,47.0
2456,146.0,5.0,47.0
2458,147.0,5.0,47.0
2460,148.0,5.0,47.0
2462,149.0,5.0,47.0
2464,150.0,5.0,47.0
2466,151.0,5.0,48.0
2468,152.0,5.0,47.0
2470,153.0,5.0,48.0
2472,154.0,5.0,48.0
2474,155.0,5.0,48.0
2476,156.0,5.0,48.0
2478,157.0,5.0,48.0
2480,158.0,5.0,48.0
2482,159.0,5.0,48.0
2484,160.0,5.0,48.0
2486,161.0,5.0,49.0
2488,162.0,5.0,49.0
2490,163.0,5.0,49.0
2492,164.0,5.0,49.0
2494,165.0,5.0,49.0
2496,166.0,5.0,49.0
2498,167.0,5.0,49.0
2500,168.0,5.0,49.0
2502,169.0,5.0,49.0
2504,170.0,5.0,49.0
2506,171.0,5.0,49.0
2508,172.0,5.0,49.0
2510,173.0,5.0,50.0
2512,174.0,5.0,50.0
2514,175.0,5.0,50.0
2516,176.0,5.0,50.0
2518,177.0,5.0,50.0
2520,178.0,5.0,50.0
2522,179.0,5.0,50.0
2524,180.0,5.0,50.0
2526,181.0,5.0,50.0
2528,182.0,5.0,50.0
2530,183.0,5.0,50.0
2532,184.0,5.0,51.0
2534,185.0,5.0,51.0
2536,186.0,5.0,50.0
2538,187.0,5.0,51.0
2540,188.0,5.0,51.0
2542,189.0,5.0,51.0
2544,190.0,5.0,51.0
2546,191.0,5.0,51.0
2548,192.0,5.0,51.0
2550,193.0,5.0,51.0
2552,194.0,5.0,51.0
2554,195.0,5.0,51.0
2556,196.0,5.0,51.0
2558,197.0,5.0,51.0
2560,198.0,5.0,52.0
2562,199.0,5.0,51.0
2564,200.0,5.0,51.0
2566,201.0,5.0,52.0
2568,202.0,5.0,52.0
2570,203.0,5.0,52.0
2572,204.0,5.0,52.0
2574,205.0,5.0,52.0
2576,206.0,5.0,52.0
2578,207.0,5.0,52.0
2580,208.0,5.0,52.0
2582,209.0,5.0,52.0
2584,210.0,5.0,52.0
2586,211.0,5.0,52.0
2588,212.0,5.0,52.0
2590,213.0,5.0,52.0
2592,214.0,5.0,53.0
2594,215.0,5.0,53.0
2596,216.0,5.0,53.0
2598,217.0,5.0,53.0
2600,218.0,5.0,53.0
2602,219.0,5.0,53.0
2604,220.0,5.0,53.0
2606,221.0,5.0,53.0
2608,222.0,5.0,53.0
2610,223.0,5.0,54.0
2612,224.0,5.0,53.0
2614,225.0,5.0,54.0
2616,226.0,5.0,54.0
2618,227.0,5.0,53.0
2620,228.0,5.0,54.0
2622,229.0,5.0,54.0
2624,230.0,5.0,54.0
2626,231.0,5.0,54.0
2628,232.0,5.0,54.0
2630,233.0,5.0,54.0
2632,234.0,5.0,54.0
2634,235.0,5.0,54.0
2636,236.0,5.0,54.0
2638,237.0,5.0,54.0
2640,238.0,5.0,54.0
2642,239.0,5.0,54.0
2644,240.0,5.0,55.0
2646,241.0,5.0,55.0
2648,242.0,5.0,55.0
2650,243.0,5.0,55.0
2652,244.0,5.0,55.0
2654,245.0,5.0,55.0
2656,246.0,5.0,55.0
2658,247.0,5.0,55.0
2660,248.0,5.0,55.0
2662,249.0,5.0,55.0
2664,250.0,5.0,55.0
2666,251.0,5.0,55.0
2668,252.0,5.0,56.0
2670,253.0,5.0,56.0
2672,254.0,5.0,56.0
2674,255.0,5.0,55.0
2676,256.0,5.0,56.0
2678,257.0,5.0,55.0
2680,258.0,5.0,56.0
2682,259.0,5.0,56.0
2684,260.0,5.0,56.0
2686,261.0,5.0,56.0
2688,262.0,5.0,56.0
2690,263.0,5.0,56.0
2692,264.0,5.0,56.0
2694,265.0,5.0,56.0
2696,266.0,5.0,56.0
2698,267.0,5.0,56.0
2700,268.0,5.0,56.0
2702,269.0,5.0,57.0
2704,270.0,5.0,57.0
2706,271.0,5.0,57.0
2708,272.0,5.0,57.0
2710,273.0,5.0,57.0
2712,274.0,5.0,57.0
2714,275.0,5.0,57.0
2716,276.0,5.0,57.0
2718,277.0,5.0,57.0
2720,278.0,5.0,57.0
2722,279.0,5.0,57.0
2724,280.0,5.0,57.0
2726,281.0,5.0,57.0
2728,282.0,5.0,57.0
2730,283.0,5.0,57.0
2732,284.0,5.0,58.0
2734,285.0,5.0,57.0
2736,286.0,5.0,58.0
2738,287.0,5.0,58.0
2740,288.0,5.0,58.0
2742,289.0,5.0,58.0
2744,290.0,5.0,58.0
2746,291.0,5.0,58.0
2748,292.0,5.0,58.0
2750,293.0,5.0,58.0
2752,294.0,5.0,58.0
2754,295.0,5.0,58.0
2756,296.0,5.0,58.0
2758,297.0,5.0,58.0
2760,298.0,5.0,58.0
2762,299.0,5.0,58.0
2764,300.0,5.0,58.0
2766,301.0,5.0,59.0
2768,302.0,5.0,59.0
2770,303.0,5.0,58.0
2772,304.0,5.0,59.0
2774,305.0,5.0,58.0
2776,306.0,5.0,59.0
2778,307.0,5.0,59.0
2780,308.0,5.0,59.0
2782,309.0,5.0,59.0
2784,310.0,5.0,59.0
2786,311.0,5.0,59.0
2788,312.0,5.0,59.0
2790,313.0,5.0,59.0
2792,314.0,5.0,59.0
2794,315.0,5.0,59.0
2796,316.0,5.0,59.0
2798,317.0,5.0,59.0
2800,318.0,5.0,59.0
2802,319.0,5.0,59.0
2804,320.0,5.0,59.0
2806,321.0,5.0,60.0
2808,322.0,5.0,60.0
2810,323.0,5.0,60.0
2812,324.0,5.0,60.0
2814,325.0,5.0,59.0
2816,326.0,5.0,59.0
2818,327.0,5.0,60.0
2820,328.0,5.0,60.0
2822,329.0,5.0,60.0
2824,330.0,5.0,60.0
2826,331.0,5.0,60.0
2828,332.0,5.0,60.0
2830,333.0,5.0,60.0
2832,334.0,5.0,61.0
2834,335.0,5.0,60.0
2836,336.0,5.0,60.0
2838,337.0,5.0,60.0
2840,338.0,5.0,60.0
2842,339.0,5.0,60.0
2844,340.0,5.0,61.0
2846,341.0,5.0,61.0
2848,342.0,5.0,61.0
2850,343.0,5.0,61.0
2852,344.0,5.0,61.0
2854,345.0,5.0,61.0
2856,346.0,5.0,61.0
2858,347.0,5.0,61.0
2860,348.0,5.0,61.0
2862,349.0,5.0,62.0
2864,350.0,5.0,61.0
2866,351.0,5.0,61.0
2868,352.0,5.0,61.0
2870,353.0,5.0,61.0
2872,354.0,5.0,61.0
2874,355.0,5.0,61.0
2876,356.0,5.0,61.0
2878,357.0,5.0,61.0
2880,358.0,5.0,61.0
2882,359.0,5.0,61.0
2884,360.0,5.0,62.0
2885,0.0,5.0,34.0
2887,1.0,5.0,33.0
2889,2.0,5.0,33.0
2891,3.0,5.0,33.0
2893,4.0,5.0,33.0
2895,5.0,5.0,33.0
2897,6.0,5.0,34.0
2899,7.0,5.0,33.0
2901,8.0,5.0,33.0
2903,9.0,5.0,34.0
2905,10.0,5.0,34.0
2907,11.0,5.0,34.0
2909,12.0,5.0,34.0
2911,13.0,5.0,34.0
2913,14.0,5.0,34.0
2915,15.0,5.0,34.0
2917,16.0,5.0,34.0
2919,17.0,5.0,34.0
2921,18.0,5.0,34.0
2923,19.0,5.0,34.0
2925,20.0,5.0,34.0
2927,21.0,5.0,34.0
2929,22.0,5.0,35.0
2931,23.0,5.0,34.0
2933,24.0,5.0,35.0
2935,25.0,5.0,35.0
2937,26.0,5.0,35.0
2939,27.0,5.0,35.0
2941,28.0,5.0,35.0
2943,29.0,5.0,35.0
2945,30.0,5.0,35.0
2947,31.0,5.0,36.0
2949,32.0,5.0,35.0
2951,33.0,5.0,35.0
2953,34.0,5.0,35.0
2955,35.0,5.0,35.0
2957,36.0,5.0,35.0
2959,37.0,5.0,36.0
2961,38.0,5.0,35.0
2963,39.0,5.0,36.0
2965,40.0,5.0,36.0
2967,41.0,5.0,36.0
2969,42.0,5.0,36.0
2971,43.0,5.0,37.0
2973,44.0,5.0,36.0
2975,45.0,5.0,37.0
2977,46.0,5.0,36.0
2979,47.0,5.0,37.0
2981,48.0,5.0,36.0
2983,49.0,5.0,37.0
2985,50.0,5.0,36.0
2987,51.0,5.0,37.0
2989,52.0,5.0,37.0
2991,53.0,5.0,37.0
2993,54.0,5.0,38.0
2995,55.0,5.0,37.0
2997,56.0,5.0,37.0
2999,57.0,5.0,38.0
3001,58.0,5.0,38.0
3003,59.0,5.0,37.0
3005,60.0,5.0,38.0
3007,61.0,5.0,38.0
3009,62.0,5.0,38.0
3011,63.0,5.0,38.0
3013,64.0,5.0,38.0
3015,65.0,5.0,38.0
3017,66.0,5.0,38.0
3019,67.0,5.0,39.0
3021,68.0,5.0,39.0
3023,69.0,5.0,39.0
3025,70.0,5.0,39.0
3027,71.0,5.0,39.0
3029,72.0,5.0,39.0
3031,73.0,5.0,39.0
3033,74.0,5.0,39.0
3035,75.0,5.0,39.0
3037,76.0,5.0,39.0
3039,77.0,5.0,39.0
3041,78.0,5.0,39.0
3043,79.0,5.0,40.0
3045,80.0,5.0,39.0
3047,81.0,5.0,40.0
3049,82.0,5.0,40.0
3051,83.0,5.0,40.0
3053,84.0,5.0,40.0
3055,85.0,5.0,40.0
3057,86.0,5.0,41.0
3059,87.0,5.0,40.0
3061,88.0,5.0,40.0
3063,89.0,5.0,40.0
3065,90.0,5.0,41.0
3067,91.0,5.0,41.0
3069,92.0,5.0,41.0
3071,93.0,5.0,41.0
3073,94.0,5.0,41.0
3075,95.0,5.0,41.0
3077,96.0,5.0,42.0
3079,97.0,5.0,41.0
3081,98.0,5.0,42.0
3083,99.0,5.0,42.0
3085,100.0,5.0,42.0
3087,101.0,5.0,42.0
3089,102.0,5.0,42.0
3091,103.0,5.0,42.0
3093,104.0,5.0,42.0
3095,105.0,5.0,42.0
3097,106.0,5.0,42.0
3099,107.0,5.0,42.0
3101,108.0,5.0,42.0
3103,109.0,5.0,42.0
3105,110.0,5.0,42.0
3107,111.0,5.0,43.0
3109,112.0,5.0,43.0
3111,113.0,5.0,43.0
3113,114.0,5.0,43.0
3115,115.0,5.0,43.0
3117,116.0,5.0,43.0
3119,117.0,5.0,43.0
3121,118.0,5.0,43.0
3123,119.0,5.0,43.0
3125,120.0,5.0,43.0
3127,121.0,5.0,44.0
3129,122.0,5.0,43.0
3131,123.0,5.0,44.0
3133,124.0,5.0,44.0
3135,125.0,5.0,44.0
3137,126.0,5.0,44.0
3139,127.0,5.0,44.0
3141,128.0,5.0,44.0
3143,129.0,5.0,44.0
3145,130.0,5.0,44.0
3147,131.0,5.0,44.0
3149,132.0,5.0,44.0
3151,133.0,5.0,44.0
3153,134.0,5.0,44.0
3155,135.0,5.0,45.0
3157,136.0,5.0,45.0
3159,137.0,5.0,45.0
3161,138.0,5.0,45.0
3163,139.0,5.0,45.0
3165,140.0,5.0,45.0
3167,141.0,5.0,45.0
3169,142.0,5.0,45.0
3171,143.0,5.0,45.0
3173,144.0,5.0,45.0
3175,145.0,5.0,46.0
3177,146.0,5.0,46.0
3179,147.0,5.0,46.0
3181,148.0,5.0,46.0
3183,149.0,5.0,46.0
3185,150.0,5.0,46.0
3187,151.0,5.0,46.0
3189,152.0,5.0,46.0
3191,153.0,5.0,46.0
3193,154.0,5.0,47.0
3195,155.0,5.0,46.0
3197,156.0,5.0,46.0
3199,157.0,5.0,47.0
3201,158.0,5.0,47.0
3203,159.0,5.0,47.0
3205,160.0,5.0,47.0
3207,161.0,5.0,47.0
3209,162.0,5.0,47.0
3211,163.0,5.0,47.0
3213,164.0,5.0,47.0
3215,165.0,5.0,47.0
3217,166.0,5.0,47.0
3219,167.0,5.0,48.0
3221,168.0,5.0,48.0
3223,169.0,5.0,48.0
3225,170.0,5.0,47.0
3227,171.0,5.0,48.0
3229,172.0,5.0,48.0
3231,173.0,5.0,48.0
3233,174.0,5.0,48.0
3235,175.0,5.0,49.0
3237,176.0,5.0,48.0
3239,177.0,5.0,48.0
3241,178.0,5.0,48.0
3243,179.0,5.0,48.0
3245,180.0,5.0,49.0
3247,181.0,5.0,48.0
3249,182.0,5.0,49.0
3251,183.0,5.0,48.0
3253,184.0,5.0,49.0
3255,185.0,5.0,49.0
3257,186.0,5.0,49.0
3259,187.0,5.0,49.0
3261,188.0,5.0,50.0
3263,189.0,5.0,49.0
3265,190.0,5.0,50.0
3267,191.0,5.0,50.0
3269,192.0,5.0,50.0
3271,193.0,5.0,50.0
3273,194.0,5.0,50.0
3275,195.0,5.0,50.0
3277,196.0,5.0,50.0
3279,197.0,5.0,50.0
3281,198.0,5.0,50.0
3283,199.0,5.0,50.0
3285,200.0,5.0,50.0
3287,201.0,5.0,51.0
3289,202.0,5.0,51.0
3291,203.0,5.0,51.0
3293,204.0,5.0,51.0
3295,205.0,5.0,51.0
3297,206.0,5.0,51.0
3299,207.0,5.0,51.0
3301,208.0,5.0,51.0
3303,209.0,5.0,51.0
