,t,TG,DG,MG,G,ME,T
0,0.0,0.61911421,0.040004937,0.000394678,0.0,0.0,33.549861907958984
1,0.5,0.6150327879496739,0.04371326441931477,0.0007610336156681466,6.739015343255145e-06,0.004461255696680835,33.59833563249249
2,1.0,0.610891449447073,0.047441301682728906,0.001162988554535611,1.808531566256174e-05,0.009027241738787816,33.646780016628924
3,1.5,0.6066937440703548,0.05118435369322448,0.0016011756917096538,3.45515447111258e-05,0.01369606671077717,33.69519563464652
4,2.0,0.6024430308456511,0.05493797336705671,0.0020761539059020936,5.6666881390141925e-05,0.018465988823031333,33.743583003870285
5,2.5,0.598142307106571,0.05869811064635271,0.0025884302692344902,8.49769778418727e-05,0.02333560911834732,33.79194252534578
6,3.0,0.5937942875256945,0.0624610314213834,0.003138462278620491,0.00012004377430172798,0.028303794301529572,33.840274507569575
7,3.5,0.5894016451124752,0.06622309738894051,0.003726638177167561,0.00016244432141695163,0.03336941370752649,33.888579247172984
8,4.0,0.5849672415632455,0.06998056643417544,0.004353248552356901,0.00021276845022234672,0.03853107588955629,33.936857109605796
9,4.5,0.5804941574855487,0.07372957683170459,0.005018474333769533,0.0002716163489774533,0.04378708154617602,33.985108543374565
10,5.0,0.5759856534017147,0.07746619235590971,0.005722383060051105,0.00033959618232470834,0.04913545402298605,34.03333407055041
11,5.5,0.5714450322668465,0.08118652899092704,0.006464941190507577,0.0004173225517191264,0.05457408602709959,34.08153424168106
12,6.0,0.5668754227578243,0.08488694109766985,0.007246044595990456,0.0005054165485156063,0.06010098693519759,34.12970955985325
13,6.5,0.5622796779774898,0.0885641005935662,0.008065540315450467,0.0006045061134937416,0.06571440656494837,34.177860442723855
14,7.0,0.5576603446618972,0.09221501261628648,0.008923241208401727,0.000715226513414841,0.07141288157333446,34.22598720828166
15,7.5,0.5530196797210626,0.09583699066608353,0.00981893389962491,0.0008382207132291752,0.07719522760502087,34.274090077220364
16,8.0,0.5483597873947803,0.09942753531314988,0.01075236429021762,0.0009741380018524065,0.08306038489914233,34.32216922039961
17,8.5,0.543682711859926,0.10298425534275268,0.01172322548495587,0.001123632312365608,0.08900731024976125,34.37022479206768
18,9.0,0.5389905996804198,0.10650473893203033,0.012731128057972076,0.0012873583295779486,0.09503477703670833,34.418256991560824
