,t,TG,DG,MG,G,ME,T
0,0.0,0.61911421,0.040004937,0.000394678,0.0,0.0,33.627079010009766
1,0.5,0.6148877541849527,0.043847014943809395,0.0007721456315822842,6.910239655625997e-06,0.004617743925940843,33.65720443119991
2,1.0,0.6106376980333196,0.047673224891258636,0.0011843168304506255,1.8585244971151294e-05,0.00930332128707334,33.68731194060445
3,1.5,0.6063661908759916,0.05148096081737247,0.0016311781534149358,3.5495153221004445e-05,0.01405550958386535,33.71740187519658
4,2.0,0.602074923160997,0.05526808537446335,0.0021127004120314336,5.811605250825147e-05,0.01887354135605097,33.74747442482033
5,2.5,0.5977652944866364,0.059032763093616165,0.0026288372899127294,8.693012983466652e-05,0.02375693506294562,33.777529684397734
6,3.0,0.5934385820240988,0.06277330070233955,0.003179516889929565,0.00012242538363202188,0.02870531763309474,33.80756770850895
7,3.5,0.5890961361342366,0.06648797133007474,0.0037646230072533858,0.00016509452843524274,0.03371820792988724,33.83758857783769
8,4.0,0.5847394446964957,0.07017496215533521,0.004383984492079878,0.00021543365608913043,0.038794939107762355,33.867592422901744
9,4.5,0.5803700861960854,0.07383242109816938,0.005037376520211104,0.00027394118553401956,0.04393470469519365,33.89757940981465
10,5.0,0.5759896712636778,0.07745851120770252,0.005724525477567253,0.0003411170510523218,0.04913662031599399,33.92754972130129
11,5.5,0.5715997004838437,0.08105153306754753,0.0064451284828697525,0.0004174629657389764,0.05439988593050396,33.957503506863866
12,6.0,0.5672015805200622,0.08460990751334056,0.00719885491013955,0.0005034820564576812,0.0597237705029927,33.987440887527946
13,6.5,0.5627965874442944,0.08813220285966775,0.007985355607828476,0.0005996790882093236,0.06510765833995268,34.0173619416042
14,7.0,0.5583859162863939,0.09161708934381359,0.008804259395692189,0.000706559974100294,0.07055099505749886,34.04726672129974
15,7.5,0.5539707668304736,0.09506326648135068,0.009655161230351919,0.0008246304578237605,0.07605318731552581,34.077155283567784
16,8.0,0.5495523805519406,0.09846943408660981,0.010537615529261834,0.0009543948321878392,0.08161355664169702,34.10702770434594
17,8.5,0.5451320692122819,0.10183427184954302,0.011451129530048119,0.001096354408127017,0.08723130113402032,34.13688409042149
18,9.0,0.5407112042324225,0.10515645136540185,0.012395163054750503,0.0012510063474252275,0.09290550351717854,34.16672457705831
19,9.5,0.5362911630209561,0.10843468125913205,0.01336913734514573,0.0014188433747661785,0.09863519307372205,34.1965493090125
20,10.0,0.5318732902933692,0.11166773796891351,0.01437244307237207,0.0016003536653453364,0.10441939210969367,34.22635842629402
21,10.5,0.5274588553838406,0.11485449755097397,0.01540445081175338,0.0017960212534321209,0.1102571699347771,34.25615204755541
22,11.0,0.5230489758628719,0.11799399063246747,0.016464530649406475,0.0020063278552542485,0.11614774249704317,34.285930239242084
23,11.5,0.5186446530820253,0.12108536968780727,0.01755204957397451,0.002231752656192992,0.12209043380433528,34.315693027457606
24,12.0,0.5142467765130211,0.12412790113368607,0.018666374616180117,0.0024727727371128367,0.12808467557738482,34.345440397963664
25,12.5,0.5098561339883975,0.12712095327310738,0.019806874341665143,0.0027298633968301463,0.1341299991469281,34.375172298553146
26,13.0,0.5054734853753956,0.1300639390099487,0.020972904300811914,0.0030034963138439734,0.14022594355310444,34.404888667526734
27,13.5,0.501099597677476,0.13295628995872544,0.022163799232063377,0.0032941381317353746,0.1463720098180583,34.434589447931224
28,14.0,0.4967352666895517,0.13579744191003146,0.023378867357339843,0.003602249043077246,0.15256763075394286,34.4642745970517
29,14.5,0.49238136536504096,0.13858680294524692,0.024617376787735807,0.003928279901976584,0.15881210322664827,34.49394410776901
30,15.0,0.4880388500758996,0.14132375310151923,0.025878551521369638,0.004272670301211801,0.16510457404789392,34.523598013305865
31,15.5,0.4837087386271247,0.1440076635457011,0.027161575120925575,0.004635847706248888,0.1714440639062989,34.55323638010768
32,16.0,0.47939212747026105,0.1466378884016215,0.028465584213178765,0.0050182249149389475,0.17782943857279587,34.58285931733477
33,16.5,0.4750901482115303,0.14921379756481332,0.029789679011256016,0.005420200212400659,0.18425946322452733,34.612466960251034
34,17.0,0.47080395860159285,0.15173478471187554,0.03113292536414172,0.005842156322390184,0.19073281140732953,34.64205946785085
35,17.5,0.4665347180745765,0.15420028471569436,0.032494361870621165,0.006284460339108229,0.1972480964742614,34.67163701336691
36,18.0,0.4622835595046521,0.15660979207472087,0.03387300910844168,0.006747464312185627,0.20380391022816113,34.701199772404955
37,18.5,0.4580515730774403,0.15896287018760666,0.03526787611751751,0.007231505617435778,0.21039884627494906,34.73074791582463
38,19.0,0.45383980146053476,0.16125915275108563,0.03667796385561276,0.007736906932767122,0.21703150826061254,34.760281607366416
39,19.5,0.4496492101156201,0.16349835988665978,0.038102276884811714,0.008263978112908658,0.22370055499500924,34.78980098941335
40,20.0,0.44548070465682776,0.16568028451568553,0.039539820506331765,0.008813015321155184,0.23040467849181467,34.81930619011016
41,20.5,0.4413351175793765,0.16780479765211398,0.0409896075388283,0.009384302229681495,0.23714262641881512,34.848797316244124
42,21.0,0.4372132009254763,0.16987184947552944,0.04245066346280165,0.009978111136192902,0.2439132168097115,34.878274448498956
43,21.5,0.4331156341178471,0.17188146132649007,0.043922026476405286,0.010594703079257802,0.2507153305170741,34.90773764382787
44,22.0,0.4290430171521573,0.17383372630776367,0.04540275236904706,0.011234329171032193,0.25754792555895445,34.937186930707476
45,22.5,0.4249958786032038,0.17572880131371424,0.04689191424026507,0.011897230842817129,0.26441002932269586,34.966622311510825
46,23.0,0.4209746925872904,0.17756689464219338,0.048388598637552835,0.012583639132963625,0.27130071631619,34.99604376962656
47,23.5,0.4169798624965437,0.17934827224072938,0.04989191329187563,0.013293776970851564,0.2782191367370354,35.02545125996672
48,24.0,0.41301173788476264,0.18107324565889993,0.0514009829420386,0.014027858514299116,0.2851644940858745,35.054844716085896
49,24.5,0.40907061236064124,0.18274217071389318,0.05291495173095815,0.014786090194507735,0.2921360517593327,35.08422404780816
50,25.0,0.4051567439684199,0.18435543466445212,0.054432977023104505,0.015568669344023796,0.29913310374273255,35.11358915071929
51,25.5,0.40127035230786356,0.18591345607612683,0.05595423155667536,0.016375785059334555,0.30615498136748126,35.14293990379371
52,26.0,0.39741162894972654,0.1874166780381095,0.0574779004455988,0.01720761756656547,0.3132010386290035,35.172276174140585
53,26.5,0.3935807386269882,0.18886556637526708,0.05900318149671783,0.018064338501027174,0.3202706518717843,35.20159781700383
54,27.0,0.38977784150454753,0.19026059803937093,0.06052927707189038,0.018946108384191473,0.32736318433572614,35.230904687627365
55,27.5,0.3860030846441942,0.19160226493112767,0.06205539776302288,0.01985307766165556,0.33447800044214016,35.26019663650901
56,28.0,0.3822566270227191,0.1928910621038105,0.06358075265679403,0.020785383216676674,0.3416144240674286,35.28947352363877
57,28.5,0.3785386341912347,0.19412749080210032,0.06510455145970241,0.021743148546962916,0.34877174636239394,35.318735216125816
58,29.0,0.37484928129487033,0.19531205757052175,0.06662600332796995,0.022726482806638294,0.35594921964637655,35.34798159057153
59,29.5,0.37118876765911624,0.19644526862533282,0.06814431084842418,0.023735477867127087,0.36314603092356246,35.37721254256167
60,30.0,0.36755731061598595,0.19752763366150514,0.06965867248206684,0.024770208240442373,0.37036131034696596,35.40642798429339
61,30.5,0.36395516665791877,0.19855965820566807,0.07116827364058542,0.025830726495828044,0.3775940919743231,35.435627858813454
62,31.0,0.36038260134332684,0.1995418575041312,0.07267229926629724,0.02691706688624505,0.3848433636954609,35.46481212340696
63,31.5,0.3568399177172139,0.20047474597598228,0.07416992195996777,0.028029239346836394,0.3921080149364271,35.49398076858171
64,32.0,0.35332742310232346,0.201358851633986,0.07566031627613959,0.029167233987551295,0.3993868931489192,35.523133799083794
